,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
637,GREATER MONCTON SCHOOL OF DISCOVERY,135 MacBeath Avenue Moncton E1C 6Z8 (506) 857-5560,"135 Macbeath Avenue Moncton   857 5560NB, Canada",,,,,,Province of New Brunswick
34814,Rockies Playhome,Spring Creek Drive Canmore AB,spring creek drive ,,,,Canmore,Alberta,GoDayCare.com
30908,TAVISTOCK PRE-SCHOOL,,Nan,131,Wettlaufer Street,,Tavistock,ON,Province of Ontario
21262,CENTRE DE LA PETITE ENFANCE PÉPINOT ET CAPUCINE INC.,"1165, rue Émile-Zola","1165, Rue Émile Zola",1165,rue émile zola,,Sherbrooke,,Province of Quèbec
22384,LA MOSAÏQUE,"1159, avenue Sainte-Croix","1159, Avenue Sainte Croix",avenue,sainte croix,1159,Saint-Laurent,,Province of Quèbec
18177,CLYMONT PLAYSCHOOL,LOT 1 PLAN 1299 TR,Lot 1 Plan 1299 Tr,lot 1,plan 1299 tr,,COUNTY OF PARKLAND,,Province of Alberta
30260,Tumpane Child Care Centre - (Ideal Child Services Group),,Nan,48,Tumpane Street,,Toronto,ON,Province of Ontario
1680,LANCASTER PARK PLAYSCHOOL,BLDG 161 MONS AVE/HWY 28,Bldg 161 Mons Ave/Hwy 28,161,mons ave/hwy 28,bldg,LANCASTER PARK,,Province of Alberta
2538,KIDS TIME OUT PLAYPROGRAM,301 10 ST,301 10 St,301,10 st,,COLD LAKE,,Province of Alberta
37820,Centre De La Petite Enfance Clair De Lune,845 Boulevard RenÃ©-LÃ©vesque Ouest QuÃ©bec QC,"845 Boulevard Renã© Lã©Vesque Ouest Quã©Bec Qc, Canada",,,,Quebec,Quebec,GoDayCare.com
32769,Stoney Creek Child Care Centre,,Nan,,3 Lockport Way,,Stoney Creek,ON,Province of Ontario
13828,APPLE BLOSSOM DAY HOMES,"BOX 20042, KENSINGTON P.O.", Kensington Po,,,,MEDICINE HAT,,Province of Alberta
20439,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
9533,TOPP KIDS OUT OF SCHOOL CLUB - EVERGREEN,367 EVERSTONE DRIVE SW,367 Everstone Drive Sw,367,everstone drive sw,,CALGARY,,Province of Alberta
29349,Programme Petits pas √† trois √©cole Jean Paul II,,Nan,5473,Abbott Rue,,Stittsville,ON,Province of Ontario
14950,YMCA PATTERSON CHILD CARE,9701 PRAIRIE ROAD,9701 Prairie Road,9701,prairie road,,GRANDE PRAIRIE,,Province of Alberta
26517,CENTRE DE LA PETITE ENFANCE LE MARMOT QUI RIT Installation 2,"4114, boulevard St-Martin Ouest","4114, Boulevard St Martin Ouest",4114,boulevard st martin ouest,,Laval,,Province of Quèbec
20002,Ka-Ka-Kwe-Ke-Je-Ong Day Care Centre Inc.,"261 Arena Road Ebb & Flow, MB","261 Arena Road Ebb & Flow Mb, Canada",,,,,,Province of Manitoba
10074,LEARNING R US PRESCHOOL,UNIT 139 120 WYE ROAD,Unit 139 120 Wye Road,120,wye road,unit 139,SHERWOOD PARK,,Province of Alberta
24873,GARDERIE J'AIME MOMMY INC. / I LOVE MOMMY DAYCARE INC.,"5479, avenue Westminster","5479, Avenue Westminster",5479,avenue westminster,,Côte-Saint-Luc,,Province of Quèbec
6630,ST. ALBERT CREATIVE PRESCHOOL,25230 TWP RD 542,25230 Twp Rd 542,25230,twp rd 542,,STURGEON COUNTY,,Province of Alberta
17866,BRIGHTPATH RUNDLE,3803 RUNDLEHORN DRIVE NE,3803 Rundlehorn Drive Ne,3803,rundlehorn drive ne,,CALGARY,,Province of Alberta
31229,Martin Luther Church Day Nursery Inc.,,Nan,5,Superior Avenue,,Toronto,ON,Province of Ontario
4579,COMMUNITY T.I.E.S DAYCARE,1013 ABERDEEN STREET,1013 Aberdeen Street,1013,aberdeen street,,PENHOLD,,Province of Alberta
31640,OAKVILLE FAMILY YMCA SACC - ST. ANDREW,,Nan,145,Millbank Drive,,Oakville,ON,Province of Ontario
38169,Point Pleasant Child Care Centre (Infant),5845 GORSEBROOK AVE.,5845 Gorsebrook Ave,5845,gorsebrook ave,,HALIFAX,,Province of Nova Scotia
40623,Sardis Children's Centre Society,45795 Manuel Rd,45795 Manuel Rd,45795,manuel rd,,Chilliwack,,Province of British Columbia
13486,ST. BENEDICT BEFORE AND AFTER SCHOOL CARE,75 ALTON DRIVE,75 Alton Drive,75,alton drive,,LEDUC,,Province of Alberta
1055,WEE COLLEGE YOUTH CONNECTION TOO,153 Canusa Drive Riverview E1B 2W6 (506) 863-1800,"153 Canusa Drive Riverview   863 1800NB, Canada",,,,,,Province of New Brunswick
12390,YMCA HERALD SCHOOL BEFORE & AFTER PROGRAM,301-5 ST SW,301 5 St Sw,301,5 st sw,,MEDICINE HAT,,Province of Alberta
12569,GRANDE CACHE DAY CARE CENTRE,10502-106 STREET,10502 106 Street,10502,106 street,,GRANDE CACHE,,Province of Alberta
27510,CENTRE DE LA PETITE ENFANCE MAFAMIGARDE (INST. SAINT-HYACINTHE),"485, avenue Brodeur","485, Avenue Brodeur",485,avenue brodeur,,Saint-Hyacinthe,,Province of Quèbec
28853,Sir John A. MacDonald School's Before and After Adventure Club,,Nan,22,Harder Drive,,Belleville,ON,Province of Ontario
1910,CROWSNEST PASS - OUT OF SCHOOL CARE,2802 - 222 STREET,2802 222 Street,2802,222 street,,BELLEVUE,,Province of Alberta
40899,Cuddly Bear Family Child Care,4724 Maple Ridge Dr,4724 Maple Ridge Dr,4724,maple ridge dr,,Courtenay,,Province of British Columbia
35264,Choices Family Childcare Service3,Laurier Crescent Prince George BC,laurier crescent ,,,,Prince George,British Columbia,GoDayCare.com
23094,GARDERIE SOLEIL DE ST.-MARTIN,"2475, boulevard St-Martin Est, bureau 101","2475, Boulevard St Martin Est, Bureau 101",boulevard st martin est,bureau 101,2475,Laval,,Province of Quèbec
17894,NEWCASTLE OUT OF SCHOOL CARE,16947 127 STREET NW,16947 127 Street Nw,16947,127 street nw,,EDMONTON,,Province of Alberta
14873,YMCA STEINHAUER OUT OF SCHOOL CARE,10717 32A AVENUE,10717 32A Avenue,10717,32a avenue,,EDMONTON,,Province of Alberta
6298,LACOMBE SCHOOL AGE PROGRAM,5009 49 STREET,5009 49 Street,5009,49 street,,LACOMBE,,Province of Alberta
41180,Duchess Early Learning Centre,810 Winnipeg St,810 Winnipeg St,810,winnipeg st,,Prince George,,Province of British Columbia
16667,POLISH BILINGUAL PROGRAM OUT OF SCHOOL CARE,10210 115 AVENUE,10210 115 Avenue,10210,115 avenue,,EDMONTON,,Province of Alberta
28512,Blaydon Community Day Care Inc.,,Nan,25,Blaydon Avenue,,Toronto,ON,Province of Ontario
30999,SACRED HEART BEFORE AND AFTER SCHOOL PROGRAM,,Nan,1411,Lecaron Avenue,,Sarnia,ON,Province of Ontario
1254,VALHALLA PLAYSCHOOL,VALHALLA SCHOOL,Valhalla School,,,,VALHALLA CENTRE,,Province of Alberta
7150,STRATHCONA CHILD DEVELOPMENT CENTRE OSC,210/300 200 FESTIVAL LANE,210/300 200 Festival Lane,210/300 200,festival lane,,SHERWOOD PARK,,Province of Alberta
19922,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
37789,,5570 Upper Lachine Road,"5570 Upper Lachine Road, Canada",upper lachine road,canada,5570,Notre-dame-du-bon-conseil,Quebec,GoDayCare.com
18549,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
42168,Kid's Garden Family Daycare,15762 92A Ave,15762 92A Ave,15762,92a ave,,Surrey,,Province of British Columbia
12686,LANSDOWNE CHILD CARE AND FAMILY CENTRE,12323 51 AVENUE,12323 51 Avenue,12323,51 avenue,,EDMONTON,,Province of Alberta
44130,Glencairn Child Care Co-op,"88B Cavendish Street, Regina, SK, S4N 5G7 (Glencairn)",88b cavendish street ,88b,cavendish street,,,,Province of Saskatchewan
9231,THE OASIS DAYCARE,"UNIT 101, 10124 - 101 AVENUE",Unit 101 10124 101 Avenue,10124,101 avenue,unit 101,GRANDE PRAIRIE,,Province of Alberta
19372,Pacific Junction Day Care Incorporated,"715 Cathcart Street Winnipeg, MB",715 cathcart street ,715,cathcart street,,,,Province of Manitoba
5545,DISCOVERYLAND PLAY AND LEARN CENTER,RM 105/106 2 DEER PARK DRIVE,Rm 105/106 2 Deer Park Drive,2,deer park drive,rm 105/106,SPRUCE GROVE,,Province of Alberta
40230,Hastings YMCA Kids Club,2625 Franklin St,2625 Franklin St,2625,franklin st,,Vancouver,,Province of British Columbia
30292,J & F Home Day Care Services Inc. (PHDC),,Nan,211,Consumers Road,,Toronto,ON,Province of Ontario
29830,Franco-Sol Monseigneur Jean Noel,,Nan,3225,California Avenue,,Windsor,ON,Province of Ontario
28795,O'Connor Satellite Early Learning & Child Care Centre,,Nan,1665,O'Connor Drive,,Toronto,ON,Province of Ontario
1691,TEDDY BEAR DAYCARE CENTRE,3305 40 ST SW,3305 40 St Sw,3305,40 st sw,,CALGARY,,Province of Alberta
19051,Flerida Siscar,"346 Church Avenue (Ave) Winnipeg, MB",346 church avenue  ,346,church avenue,,,,Province of Manitoba
21695,DEUX MINUTES PAPILLON! INC.,"7415, rue du Mile End","7415, Rue Du Mile End",7415,rue du mile end,,Montréal,,Province of Quèbec
3991,ELLERSLIE OUT OF SCHOOL CARE LTD.,6807/6811/6815 ELLERSLIE ROAD,6807/6811/6815 Ellerslie Road,6807/6811/6815,ellerslie road,,EDMONTON,,Province of Alberta
2737,YMCA VINCENT MASSEY BEFORE AND AFTER SCHOOL PROGRAM,901 HARGRAVE WAY NW,901 Hargrave Way Nw,901,hargrave way nw,,MEDICINE HAT,,Province of Alberta
12850,MOUNT ROYAL UNIVERSITY CHILD CARE CENTRE,4825 MOUNT ROYAL GATE SW,4825 Mount Royal Gate Sw,4825,mount royal gate sw,,CALGARY,,Province of Alberta
23906,CENTRE DE LA PETITE ENFANCE JOIE DE VIVRE LES P'TITS BOUTS D'ENTRAIN,"870, rue Principale","870, Rue Principale",870,rue principale,,Saint-Blaise-sur-Richelieu,,Province of Quèbec
24033,LA PETITE MAISON JOHANNAISE 2.0,"141, boulevard Saint-Luc, suite 103","141, Boulevard Saint Luc, Suite 103",boulevard saint luc,suite 103,141,Saint-Jean-sur-Richelieu,,Province of Quèbec
5146,OLIVER CENTRE MILL CREEK SITE OSC,9735 80 AVENUE,9735 80 Avenue,9735,80 avenue,,EDMONTON,,Province of Alberta
17488,MEYONOHK MORNING STAR MONTESSORI CENTER (NURSERY SCHOOL),1850 LAKEWOOD ROAD SOUTH,1850 Lakewood Road South,1850,lakewood road south,,EDMONTON,,Province of Alberta
14264,SEEDS TO SPROUTS CHILD CARE,21410 HIGHWAY 18,21410 Highway 18,21410,highway 18,,THORHILD,,Province of Alberta
32118,Evergreen After School Program,,Nan,2510,Highway 592,,Emsdale/Perry Township,ON,Province of Ontario
16036,FAMILY FIRST CREATIVE LEARNING CENTRE INC.,"204, 555 - 11 AVENUE SW",204 555 11 Avenue Sw,,,,CALGARY,,Province of Alberta
25074,CENTRE DE LA PETITE ENFANCE DU PASSE-TEMPS,"1725, boulevard Gouin Est","1725, Boulevard Gouin Est",1725,boulevard gouin est,,Montréal,,Province of Quèbec
31965,PLASP - St. Daniel Comboni,,Nan,120,Veterans Drive,,Brampton,ON,Province of Ontario
16479,CARSELAND BEFORE & AFTER SCHOOL PROGRAM,CARSELAND SCHOOL (RM 102),Carseland School ,,,,CARSELAND,,Province of Alberta
14647,RANCHLANDS CHILDREN COME FIRST ASSOCIATION -HIGHWOOD,11 HOLMWOOD AVE NW,11 Holmwood Ave Nw,11,holmwood ave nw,,CALGARY,,Province of Alberta
23060,GARDERIE LE PETIT NID INC.,"4709, boulevard Sainte-Rose","4709, Boulevard Sainte Rose",,,,Laval,,Province of Quèbec
24162,GARDERIE ÉDUCATIVE L'UNIVERS EN MOI,"1010, rue Émile-Bouchard","1010, Rue Émile Bouchard",1010,rue émile bouchard,,Vaudreuil-Dorion,,Province of Quèbec
26133,GARDERIE UNIK 2,"300 A, boulevard Saint-Raymond","300 A, Boulevard Saint Raymond",boulevard,saint raymond,300 a,Gatineau,,Province of Quèbec
12527,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE LA BELLE NATURE,23 AKINS DRIVE,23 Akins Drive,23,akins drive,,ST. ALBERT,,Province of Alberta
32258,Rainbow Academy Learning and Child Care Centre,,Nan,18,King Street,,Bolton,ON,Province of Ontario
23951,CENTRE DE LA PETITE ENFANCE LES JOYEUX CALINOURS,"3480, rue MacKay","3480, Rue Mackay",3480,rue mackay,,Saint-Hubert,,Province of Quèbec
27958,JINGBAO Bilingual Montessori School,,Nan,265,16th Avenue,,Richmond Hill,ON,Province of Ontario
10827,BRIGHT HORIZONS CHILDCARE SPRUCE VILLAGE,5 SPRUCE VILLAGE WAY,5 Spruce Village Way,5,spruce village way,,SPRUCE GROVE,,Province of Alberta
41036,Happy Care Child Care,13746 - 63A Ave,13746 63A Ave,13746,63a ave,,Surrey,,Province of British Columbia
5029,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE INC.,10123 99 STREET,10123 99 Street,10123,99 street,,EDMONTON,,Province of Alberta
19388,Poplar Avenue Kids Care Inc.,"Rooms 20, 21, Music Room, Library, Gym 170 Poplar Avenue (Ave) Winnipeg, MB",rooms 20 21 music room library gym 170 poplar avenue  ,170,poplar avenue,rooms 20 21 music room library gym,,,Province of Manitoba
31137,Beardmore Childcare Centre,,Nan,296,Walker Street,,Beardmore,ON,Province of Ontario
36559,Dresden Co-Op Nursery School,187 Brown Street Dresden ON,187 brown street ,187,brown street,,Dresden,Ontario,GoDayCare.com
16580,ACTIVE START COUNTRY HILLS,60 COUNTRY HILLS LANDING NW,60 Country Hills Landing Nw,60,country hills landing nw,,CALGARY,,Province of Alberta
27658,CPE LA MAISON BLEUE,"80, rue Dalpé","80, Rue Dalpé",80,rue dalpé,,Varennes,,Province of Quèbec
3271,KREATIVE KIDZ OUT OF SCHOOL CARE,37/67 SIOUX ROAD,37/67 Sioux Road,37/67,sioux road,,SHERWOOD PARK,,Province of Alberta
40135,City Hall Child Care Society,2685 Cambie St,2685 Cambie St,2685,cambie st,,Vancouver,,Province of British Columbia
23414,CENTRE DE LA PETITE ENFANCE LE PETIT ÉQUIPAGE,"13295, rue de la Bretagne","13295, Rue De La Bretagne",13295,rue de la bretagne,,Mirabel,,Province of Quèbec
33445,Upper Canada Creative Child Care Centres - Children's House Child Care,,Nan,22,Church Street,,Stouffville,ON,Province of Ontario
1073,YMCA Day Care and Kiddies Kollege,570 York Street Fredericton E3B 3R2 (506) 462-3000,"570 York Street Fredericton   462 3000NB, Canada",,,,,,Province of New Brunswick
6292,COUNTRY KIDS CHILD CARE,818 THE BROADWAY,818 The Broadway,818,the broadway,,STANDARD,,Province of Alberta
12095,JOLLY LEARNING DAYCARE,UNIT 108 12222 137 AVENUE NW,Unit 108 12222 137 Avenue Nw,12222,137 avenue nw,unit 108,EDMONTON,,Province of Alberta
1596,YMCA EAGLE RIDGE OSC,2-301 SPARROW HAWK DRIVE,2 301 Sparrow Hawk Drive,2 301,sparrow hawk drive,,FORT MCMURRAY,,Province of Alberta
15428,YMCA ESTHER STARKMAN OUT OF SCHOOL CARE,2717 TERWILLEGAR WAY NW,2717 Terwillegar Way Nw,2717,terwillegar way nw,,EDMONTON,,Province of Alberta
9817,MARIA MONTESSORI STEPPING STONES OUT OF SCHOOL-DOWNTOWN,10545 108 STREET,10545 108 Street,10545,108 street,,EDMONTON,,Province of Alberta
32161,Perth Children's House,,Nan,36,Foster Street,,Perth,ON,Province of Ontario
20857,AU COIN D'ÉMILIE INC.,"533, rue Antoine-Gautier","533, Rue Antoine Gautier",533,rue antoine gautier,,Québec,,Province of Quèbec
33630,Wesley Child Care Centre,,Nan,80,Queen Street,,Hamilton,ON,Province of Ontario
8442,BRIGHT EYES OSC,5303 MAGASIN AVENUE,5303 Magasin Avenue,5303,magasin avenue,,BEAUMONT,,Province of Alberta
1849,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE INC. OSC,16826 107 AVENUE,16826 107 Avenue,16826,107 avenue,,EDMONTON,,Province of Alberta
29174,Children's World Childcare Inc.,,Nan,26,Thorncliff Place,,Ottawa,ON,Province of Ontario
4169,BROOKVIEW MONTESSORI CHILD DEVELOPMENT CENTRE,370 BULYEA ROAD,370 Bulyea Road,370,bulyea road,,EDMONTON,,Province of Alberta
32521,Seneca College Lab School,,Nan,1750,Finch Avenue,,Toronto,ON,Province of Ontario
11415,OPPORTUNITY DAYCARE,104 OPPORTUNITY DRIVE,104 Opportunity Drive,104,opportunity drive,,WABASCA,,Province of Alberta
15790,TINY TYKES CREATIVE CHILD CARE,200 - 738 - 3 AVENUE SW,200 738 3 Avenue Sw,200,738 3 avenue sw,,CALGARY,,Province of Alberta
33203,Tillsonburg Little School,,Nan,102,King Street,,Tillsonburg,ON,Province of Ontario
11426,ANNE'S KINDER KASTLE,7909 82 AVENUE,7909 82 Avenue,7909,82 avenue,,EDMONTON,,Province of Alberta
10692,VICTORIA DAY CARE OUT OF SCHOOL CARE PROGRAM,5736 19A AVENUE,5736 19A Avenue,5736,19a avenue,,EDMONTON,,Province of Alberta
8452,UNIVERSITY CHILD CARE CENTRE - WEST CAMPUS,"3820 - 24 AVE NW, WEST CAMPUS",3820 24 Ave Nw West Campus,24 ave nw,west campus,3820,CALGARY,,Province of Alberta
4119,GILGAL CHILDCARE CENTRE OSC,4900 93 AVENUE,4900 93 Avenue,4900,93 avenue,,EDMONTON,,Province of Alberta
10804,KIDZ CAVE ACADEMY,6 NESBIT AVENUE NE,6 Nesbit Avenue Ne,6,nesbit avenue ne,,LANGDON,,Province of Alberta
40126,Friendly Faces Family Child Care,7808 Taulbut St,7808 Taulbut St,7808,taulbut st,,Mission,,Province of British Columbia
29425,North Huron Early Learning Site,,Nan,225,Cornyn Street,,Wingham,ON,Province of Ontario
2926,ECOLE DES PETITS AMIS PRESCHOOL,"#140, 52 GATEWAY DRIVE NE",#140 52 Gateway Drive Ne,52,gateway drive ne,#140,AIRDRIE,,Province of Alberta
16042,YMCA HOLY CROSS CHILD CARE,11011 90 STREET,11011 90 Street,11011,90 street,,GRANDE PRAIRIE,,Province of Alberta
39399,Smiles 'N' Chuckles,2657 McGill Cres,2657 Mcgill Cres,2657,mcgill cres,,Prince George,,Province of British Columbia
42179,Mountview Out Of School,1222 Dog Creek Rd,1222 Dog Creek Rd,1222,dog creek rd,,Williams Lake,,Province of British Columbia
14805,LES PETITS SOLEILS BEFORE & AFTER SCHOOL CARE,271 CONIFER STREET,271 Conifer Street,271,conifer street,,SHERWOOD PARK,,Province of Alberta
11795,KIDS & COMPANY - ROYAL OAK,"7243, 8650 - 112 AVENUE NW",7243 8650 112 Avenue Nw,,,,CALGARY,,Province of Alberta
3034,CREATIVE LEARNING CENTRE,2120 - 380 CANYON MEADOWS DR. SE,2120 380 Canyon Meadows Dr Se,2120,380 canyon meadows dr se,,CALGARY,,Province of Alberta
39053,Univercity Childcare,9075 Highland Ct,9075 Highland Ct,9075,highland ct,,Burnaby,,Province of British Columbia
1646,FOOTHILLS ALLIANCE PRESCHOOL SOCIETY,333 EDGEPARK BLVD NW,333 Edgepark Blvd Nw,333,edgepark blvd nw,,CALGARY,,Province of Alberta
40449,Family Montessori School - Jericho Hill,4196 4 Ave W,4196 4 Ave W,4196,4 ave w,,Vancouver,,Province of British Columbia
44286,Arcola Daycare Inc.,"303 Main Street, Box 205, Arcola, SK, S0C 0G0",303 main street  ,303,main street,,,,Province of Saskatchewan
15209,HAPPY TIME CHILD CARE (KILLARNEY CENTRE),3504 - 26 AVE SW,3504 26 Ave Sw,3504,26 ave sw,,CALGARY,,Province of Alberta
38353,Montessori House of Learning,1385 SACKVILLE DR.,1385 Sackville Dr,1385,sackville dr,,MIDDLE SACKVILLE,,Province of Nova Scotia
25894,GARDERIE ÉDUCATIVE LES ANGES DE BOIS FRANC,"5570, boulevard Henri-Bourassa Ouest, bureau 260","5570, Boulevard Henri Bourassa Ouest, Bureau 260",boulevard henri bourassa ouest,bureau 260,5570,Saint-Laurent,,Province of Quèbec
14735,CHILDREN'S CHOICE COMMUNITY CHILD CARE SERVICES,52 DOVERCREST WAY SE,52 Dovercrest Way Se,52,dovercrest way se,,CALGARY,,Province of Alberta
30566,Kids Love Daycare (Corporation -Greenwood Montessori Inc.),,Nan,38,Payzac Avenue,,Toronto,ON,Province of Ontario
28685,Blessed Sacrament Before & After School Program,,Nan,185,King Street,,Burford,ON,Province of Ontario
19952,Keewatinowi Awasisak Opi-Ki-Wak,"289 Thompson Drive Thompson, MB",289 thompson drive ,289,thompson drive,,,,Province of Manitoba
9464,LITTLE OTTERS DAY CARE CENTRE,4409 BLACK GOLD DRIVE,4409 Black Gold Drive,4409,black gold drive,,LEDUC,,Province of Alberta
21243,CENTRE DE LA PETITE ENFANCE AU COEUR DES MÉSANGES,"3694, rue Napoléon-Poulin","3694, Rue Napoléon Poulin",3694,rue napoléon poulin,,Sherbrooke,,Province of Quèbec
2590,LA PRE-MATERNELLE CAPUCINE - TDJ,3720 42 ST. NW,3720 42 St Nw,3720,42 st nw,,CALGARY,,Province of Alberta
24505,GARDERIE LE SOLEIL,"728, avenue Royale","728, Avenue Royale",728,avenue royale,,Québec,,Province of Quèbec
3087,SUMMIT KIDS - ST CECILIA,610 AGATE CRESCENT SE,610 Agate Crescent Se,610,agate crescent se,,CALGARY,,Province of Alberta
10196,ADVENTURES CHILD CARE 1,9603 5 ST. SE,9603 5 St Se,9603,5 st se,,CALGARY,,Province of Alberta
27735,CENTRE DE LA PETITE ENFANCE LE PAPILLON ENCHANTÉ,"521, rue Ducharme","521, Rue Ducharme",521,rue ducharme,,Notre-Dame-du-Bon-Conseil,,Province of Quèbec
35523,Garderie Des Petits Lutins Inc.,385 Rue Principale Nigadoo NB,385 rue principale ,385,rue principale,,Nigadoo,New Brunswick,GoDayCare.com
9570,WESTLOCK AFTER SCHOOL CARE PROGRAM,10515 106A STREET,10515 106A Street,10515,106a street,,WESTLOCK,,Province of Alberta
24214,CENTRE DE LA PETITE ENFANCE LA GIROUETTE INC. VOLET INSTALLATION,"857, Ancienne Route de l'Église","857, Ancienne Route De L'Église",857,ancienne route de l'église,,Notre-Dame-de-Lourdes,,Province of Quèbec
2468,FLEDGLINGS EDUCARE CENTRE,"#4, 1110 CANTERBURY DRIVE SW",#4 1110 Canterbury Drive Sw,1110,canterbury drive sw,#4,CALGARY,,Province of Alberta
27419,CENTRE DE LA PETITE ENFANCE LES CONTES DE FÉE INC.,"80A, rue Principale","80A, Rue Principale",80a,rue principale,,Saint-Basile-le-Grand,,Province of Quèbec
7727,THE OASIS DAYCARE,"UNIT 101, 10124 - 101 AVENUE",Unit 101 10124 101 Avenue,10124,101 avenue,unit 101,GRANDE PRAIRIE,,Province of Alberta
28740,City of Greater Sudbury-Junior Citizens-Three Doors Down/Nos Copains nos Voisins,,Nan,152,Durham Street,,Sudbury,ON,Province of Ontario
31564,NGCPLC - Before and After School Program - KPS Site,,Nan,215,Reuben Crescent,,Kemptville,ON,Province of Ontario
26414,LE PETIT POUCET,"30, avenue Commerciale","30, Avenue Commerciale",30,avenue commerciale,,Saint-Charles-de-Bellechasse,,Province of Quèbec
18003,BEARSPAW PRESCHOOL,"SUITE 200, 253220 BEARSPAW ROAD",Suite 200 253220 Bearspaw Road,253220,bearspaw road,suite 200,CALGARY,,Province of Alberta
30250,Husky Child Development Centre - The Copper House,,Nan,460,Quee Street,,Bolton,ON,Province of Ontario
