,cityprov
5163,"Bradwardine MB, Canada"
5164,"Gonor Station MB, Canada"
5165,"Fort Rouge MB, Canada"
5166,"Kandahar SK, Canada"
5167,"Opischikonayak Nation MB, Canada"
5168,"Flat Valley SK, Canada"
5169,"Cardiff ON, Canada"
5170,"Pikwitonei MB, Canada"
5171,"Quèbec Qc, Canada"
5172,"Muskowekwan 85 67 SK, Canada"
5173,"Leighton MB, Canada"
5174,"Waterhen MB, Canada"
5175,"Greenbush River Recreation Site SK, Canada"
5176,"Canoe Lake 165A SK, Canada"
5177,"Slate Lake MB, Canada"
5178,"Fairview SK, Canada"
5179,"Five Corners MB, Canada"
5180,"St Adolphe MB, Canada"
5181,"Lowe Farm MB, Canada"
5182,"Carry The Kettle 76 57 SK, Canada"
5183,"Fort Hall MB, Canada"
5184,"Newstead MB, Canada"
5185,"Muskeg Lake 102H SK, Canada"
5186,"Rounthwaite MB, Canada"
5187,"Clark's Crossing SK, Canada"
5188,"Gull Lake MB, Canada"
5189,"Birdtail Creek 57 MB, Canada"
5190,"Hak SK, Canada"
5191,"Beaudry Provincial Park MB, Canada"
5192,"Coté SK, Canada"
5193,"Ste Anne MB, Canada"
5194,"D'Arcy SK, Canada"
5195,"Sackville NB, Canada"
5196,"Elsipogtog First Nation NB, Canada"
5197,"Kischiayamweekemow MB, Canada"
5198,"Qu'Appelle SK, Canada"
5199,"Delta BC, Canada"
5200,"Mooseocoot 2 MB, Canada"
5201,"Ile des Chênes MB, Canada"
5202,"Memorial Provincial Park MB, Canada"
5203,"West Elmwood MB, Canada"
5204,"Carry The Kettle 76 63 SK, Canada"
5205,"Riverside Albert NB, Canada"
5206,"Moffat SK, Canada"
5207,"Arthur MB, Canada"
5208,"Grasslands National Park of Canada SK, Canada"
5209,"Big River 118 SK, Canada"
5210,"Somerset MB, Canada"
5211,"Cardale MB, Canada"
5212,"Ochapowace 71 97 SK, Canada"
5213,"Southport MB, Canada"
5214,"Whitmore MB, Canada"
5215,"Dillon SK, Canada"
5216,"Parkmount MB, Canada"
5217,"Alonsa Wildlife Management Area MB, Canada"
5218,"Arva ON, Canada"
5219,"Whitehead MB, Canada"
5220,"Spruce Woods Provincial Forest MB, Canada"
5221,"Trentham MB, Canada"
5222,"North Weyburn SK, Canada"
5223,"East End Industrial Park MB, Canada"
5224,"Okanese 82(AA) SK, Canada"
5225,"Minnedosa Lake Wildlife Refuge MB, Canada"
5226,"Candiac SK, Canada"
5227,"Ocean Man 69E SK, Canada"
5228,"Salisbury NB, Canada"
5229,"Lacadena SK, Canada"
5230,"Ochapowace 71 73 SK, Canada"
5231,"Beaconsfield QC, Canada"
5232,"Beresford MB, Canada"
5233,"Miry Creek No 229 SK, Canada"
5234,"Cantley QC, Canada"
5235,"Kamloops BC, Canada"
5236,"Elcapo No 154 SK, Canada"
5237,"Carry The Kettle 76 6 SK, Canada"
5238,"Alice Beach SK, Canada"
5239,"Muskowekwan 85 66 SK, Canada"
5240,"Norway House 17C 43 MB, Canada"
5241,"Imperial Beach SK, Canada"
5242,"Norway House 17C 40 MB, Canada"
5243,"Lajord No 128 SK, Canada"
5244,"Narcisse Wildlife Management Area MB, Canada"
5245,"Muskowekwan 85 21 SK, Canada"
5246,"Ochapowace 71 130 SK, Canada"
5247,"Morris MB, Canada"
5248,"Roblin ON, Canada"
5249,"Val Marie SK, Canada"
5250,"Hacienda MB, Canada"
5251,"Indian Point   Golden Sands SK, Canada"
5252,"Spruce Woods Wildlife Refuge MB, Canada"
5253,"Brockelbank Hill Protected Area SK, Canada"
5254,"Easterville MB, Canada"
5255,"Muskoday 99A SK, Canada"
5256,"Lovering Lake Recreation Site SK, Canada"
5257,"Cathkin SK, Canada"
5258,"McGee SK, Canada"
5259,"Butler MB, Canada"
5260,"McMichael SK, Canada"
5261,"North Qu'Appelle No 187 SK, Canada"
5262,"Opekamank MB, Canada"
5263,"Garson Lake SK, Canada"
5264,"Parlee MB, Canada"
5265,"Caye MB, Canada"
5266,"Martensville SK, Canada"
5267,"Coderre SK, Canada"
5268,"Dewar Lake SK, Canada"
5269,"Binbrook ON, Canada"
5270,"Lac Pelletier Regional Park SK, Canada"
5271,"Maryfield No 91 SK, Canada"
5272,"St Alphonse MB, Canada"
5273,"Ochapowace 71 20 SK, Canada"
5274,"Elrose SK, Canada"
5275,"Lawson Heights SK, Canada"
5276,"Flett Springs SK, Canada"
5277,"Ochapowace 71 54 SK, Canada"
5278,"Mont royal QC, Canada"
5279,"Millet AB, Canada"
5280,"Last Mountain Lake Bird Sanctuary SK, Canada"
5281,"Inverary ON, Canada"
5282,"Highrock 199 MB, Canada"
5283,"Expanse SK, Canada"
5284,"Inkster Industrial Park MB, Canada"
5285,"Waterhen 45 MB, Canada"
5286,"Cupar SK, Canada"
5287,"Star Lake MB, Canada"
5288,"Pointe claire QC, Canada"
5289,"Francis No 127 SK, Canada"
5290,"Frenchman Butte SK, Canada"
5291,"Cochin SK, Canada"
5292,"Hilbre Wildlife Management Area MB, Canada"
5293,"River West Park MB, Canada"
5294,"Lachine QC, Canada"
5295,"McLeod No 185 SK, Canada"
5296,"St Jean Baptiste MB, Canada"
5297,"Stettler AB, Canada"
5298,"Fairford 50 MB, Canada"
5299,"Unionville ON, Canada"
5300,"Mervin SK, Canada"
5301,"Mission Gardens MB, Canada"
5302,"Denare Beach SK, Canada"
5303,"Laniwci SK, Canada"
5304,"Merrill Hills SK, Canada"
5305,"Alida SK, Canada"
5306,"St Andrews MB, Canada"
5307,"Big River 118A SK, Canada"
5308,"Jansen SK, Canada"
5309,"Coteau No 255 SK, Canada"
5310,"Norway House Cree Nation Misi Ministik MB, Canada"
5311,"Lakeview SK, Canada"
5312,"New Bothwell MB, Canada"
5313,"Tucker MB, Canada"
5314,"Penetanguishene ON, Canada"
5315,"Jans Bay SK, Canada"
5316,"Trappist Monastery Provincial Park MB, Canada"
5317,"Digges MB, Canada"
5318,"Mayview SK, Canada"
5319,"Ochapowace 71 106 SK, Canada"
5320,"Lieu historique national du Canada du Centre d'Inscription de l'Entrée Est du Parc du Mont Riding MB, Canada"
5321,"Nipawin SK, Canada"
5322,"Duperow SK, Canada"
5323,"White City SK, Canada"
5324,"Dumble SK, Canada"
5325,"Carry The Kettle 76 59 SK, Canada"
5326,"Lake Francis MB, Canada"
5327,"Wakopa Wildlife Management Area MB, Canada"
5328,"Roblin Park MB, Canada"
5329,"Willowview MB, Canada"
5330,"Frobisher SK, Canada"
5331,"Broderick SK, Canada"
5332,"Birdtail Sioux Dakota Nation 57C MB, Canada"
5333,"Pawistik MB, Canada"
5334,"Bylot MB, Canada"
5335,"Ochapowace 71 35 SK, Canada"
5336,"Fond du Lac 228 SK, Canada"
5337,"Dunning SK, Canada"
5338,"Confederation Park SK, Canada"
5339,"Margo Recreation Site SK, Canada"
5340,"Pope National Wildlife Area MB, Canada"
5341,"Morin Lake Regional Park SK, Canada"
5342,"Neuenburg MB, Canada"
5343,"Essex ON, Canada"
5344,"Oxford House 24a MB, Canada"
5345,"Kahkewistahaw 72W SK, Canada"
5346,"Bird River MB, Canada"
5347,"Algonquin Park MB, Canada"
5348,"Lomond Wildlife Management Unit SK, Canada"
5349,"Kitsakie 156B SK, Canada"
5350,"Siglavik MB, Canada"
5351,"Battle Heights SK, Canada"
5352,"Gull Harbour MB, Canada"
5353,"Muskoday 99B SK, Canada"
5354,"Duff Roblin Provincial Park MB, Canada"
5355,"Carry The Kettle 76 36 SK, Canada"
5356,"Maskawata MB, Canada"
5357,"Chief Philip Morin 232 SK, Canada"
5358,"Forslund SK, Canada"
5359,"Amisk Park Reserve MB, Canada"
5360,"Westbourne Settlement MB, Canada"
5361,"Gravelbourg No 104 SK, Canada"
5362,"Venables MB, Canada"
5363,"Barry's Bay ON, Canada"
5364,"Powerview Pine Falls MB, Canada"
5365,"Laurier MB, Canada"
5366,"Dresden ON, Canada"
5367,"Fir Ridge SK, Canada"
5368,"Madrid SK, Canada"
5369,"Muskowekwan 85 20 SK, Canada"
5370,"Kil cona Park MB, Canada"
5371,"Douglaston SK, Canada"
5372,"Winchester ON, Canada"
5373,"Clandeboye MB, Canada"
5374,"Middlechurch MB, Canada"
5375,"Sharon east gwillimbury ON, Canada"
5376,"Birnie MB, Canada"
5377,"Maxim SK, Canada"
5378,"McLaren Lake Game Preserve SK, Canada"
5379,"North West River NL, Canada"
5380,"Blainville QC, Canada"
5381,"Angusville MB, Canada"
5382,"Flying Dust First Nation 105D SK, Canada"
5383,"Aurora ON, Canada"
5384,"Colfax SK, Canada"
5385,"Oakville ON, Canada"
5386,"Ernfold SK, Canada"
5387,"Lake Alma No 8 SK, Canada"
5388,"Vaudreuil Dorion QC, Canada"
5389,"Dunkirk SK, Canada"
5390,"Cosine SK, Canada"
5391,"Florenceville NB, Canada"
5392,"Beresford NB, Canada"
5393,"Flin Flon MB, Canada"
5394,"Thaí Tuwé MB, Canada"
5395,"Sutton ON, Canada"
5396,"Roachville NB, Canada"
5397,"Vermette MB, Canada"
5398,"Basket Lake Wildlife Management Area MB, Canada"
5399,"Carry The Kettle 76 77 SK, Canada"
5400,"Pelican Point Beach MB, Canada"
5401,"Debec NB, Canada"
5402,"Ochapowace 71 83 SK, Canada"
5403,"Leoville SK, Canada"
5404,"Buffalo Narrows SK, Canada"
5405,"Fredericton NB, Canada"
5406,"Kensington PE, Canada"
5407,"Batoche National Historic Site of Canada SK, Canada"
5408,"Clematis MB, Canada"
5409,"Antler SK, Canada"
5410,"Waverley Heights MB, Canada"
5411,"Nihkik Ohnikapihs MB, Canada"
5412,"Peterborough ON, Canada"
5413,"Sudbury ON, Canada"
5414,"Hartland NB, Canada"
5415,"Kitimat BC, Canada"
5416,"Enniskillen No 3 SK, Canada"
5417,"Golden Bay MB, Canada"
5418,"Deerwood MB, Canada"
5419,"Muskowekwan 85 15 SK, Canada"
5420,"Canoe Narrows SK, Canada"
5421,"Herb Lake Landing MB, Canada"
5422,"Normandy Heights SK, Canada"
5423,"Ochapowace 71 13 SK, Canada"
5424,"Stoughton SK, Canada"
5425,"Fishing Station 62A MB, Canada"
5426,"Rosebank MB, Canada"
5427,"Meadow Lake Provincial Park SK, Canada"
5428,"Greenfield Park QC, Canada"
5429,"Candle Lake Provincial Park SK, Canada"
5430,"Pelican Beach MB, Canada"
5431,"McDougalls Landing MB, Canada"
5432,"Parkdale MB, Canada"
5433,"Bede MB, Canada"
5434,"Kipabiskau SK, Canada"
5435,"A Kwis Ki Mahka MB, Canada"
5436,"Lille SK, Canada"
5437,"Plaster Rock NB, Canada"
5438,"Lawson SK, Canada"
5439,"Muskowekwan 85 44 SK, Canada"
5440,"Fauna SK, Canada"
5441,"Quesnel BC, Canada"
5442,"Silver Bay MB, Canada"
5443,"Long Plain Madison 1 MB, Canada"
5444,"Marieval SK, Canada"
5445,"Beauval SK, Canada"
5446,"Dixon SK, Canada"
5447,"Waywayseecappo MB, Canada"
5448,"Otter Lake MB, Canada"
5449,"Stephenfield Game Bird Refuge MB, Canada"
5450,"Cochrane AB, Canada"
5451,"Niakwa Place MB, Canada"
5452,"Malonton MB, Canada"
5453,"Notin Sakahekun MB, Canada"
5454,"Burt SK, Canada"
5455,"Kahkewistahaw 72J SK, Canada"
5456,"Cowan Bog Ecological Reserve MB, Canada"
5457,"Northern Pine SK, Canada"
5458,"Fisher River 44 MB, Canada"
5459,"Black's Harbour NB, Canada"
5460,"Cabana SK, Canada"
5461,"Mistawasis 103C SK, Canada"
5462,"Atholville NB, Canada"
5463,"Holyrood NL, Canada"
5464,"Calders Dock MB, Canada"
5465,"Makwa Lake 129C SK, Canada"
5466,"Rapid City MB, Canada"
5467,"Macdowall SK, Canada"
5468,"Harding MB, Canada"
5469,"Hochstadt MB, Canada"
5470,"Damour SK, Canada"
5471,"Elmira ON, Canada"
5472,"Gordon MB, Canada"
5473,"Manigotagan MB, Canada"
5474,"Buffalo Point First Nation 1 MB, Canada"
5475,"Varennes QC, Canada"
5476,"Chisel Lake MB, Canada"
5477,"Hickey MB, Canada"
5478,"Argyle MB, Canada"
5479,"Danbury SK, Canada"
5480,"Moose Lake 31G MB, Canada"
5481,"Isham SK, Canada"
5482,"Keeseekoose 66 Ca 05 SK, Canada"
5483,"Grand Rapids MB, Canada"
5484,"Wampum MB, Canada"
5485,"Glidden SK, Canada"
5486,"Love SK, Canada"
5487,"Poplarfield MB, Canada"
5488,"Fort Walsh SK, Canada"
5489,"Mennon SK, Canada"
5490,"Glen McPherson SK, Canada"
5491,"Chatham ON, Canada"
5492,"Landseer MB, Canada"
5493,"Ochapowace 71 59 SK, Canada"
5494,"Kanata ON, Canada"
5495,"Smart MB, Canada"
5496,"Gapview SK, Canada"
5497,"Centennial MB, Canada"
5498,"Rossdale MB, Canada"
5499,"Medika MB, Canada"
5500,"Langford BC, Canada"
5501,"Saskatoon SK SK, Canada"
5502,"Moosomin 112E SK, Canada"
5503,"Ochapowace 71 101 SK, Canada"
5504,"Armit River Recreation Site SK, Canada"
5505,"Opaskwayak Cree Nation 21D MB, Canada"
5506,"Arrow River MB, Canada"
5507,"Atkinson Lake C MB, Canada"
5508,"Emma Lake (Murray Point) Recreation Site SK, Canada"
5509,"Mears MB, Canada"
5510,"Swan Lake 65C MB, Canada"
5511,"Stittsville ON, Canada"
5512,"Duvernay QC, Canada"
5513,"Carry The Kettle 76 74 SK, Canada"
5514,"Stanley MB, Canada"
5515,"Camsell Portage SK, Canada"
5516,"Cazalet SK, Canada"
5517,"Norway House Cree Nation Lebrix Lake  MB, Canada"
5518,"Scanterbury MB, Canada"
5519,"Dunleath SK, Canada"
5520,"Abernethy SK, Canada"
5521,"Gorlitz SK, Canada"
5522,"Mudie Lake SK, Canada"
5523,"Red Rock Lake MB, Canada"
5524,"Glenelm Park SK, Canada"
5525,"Cutarm SK, Canada"
5526,"Ochapowace 71 99 SK, Canada"
5527,"Dore Lake Recreation Site SK, Canada"
5528,"Vaughan ON, Canada"
5529,"Britannia No 502 SK, Canada"
5530,"E Bergman Wildlife Refuge MB, Canada"
5531,"Grand Sault/Grand Falls NB, Canada"
5532,"Grunthal  MB, Canada"
5533,"Matador SK, Canada"
5534,"Clearfield SK, Canada"
5535,"Fishing River MB, Canada"
5536,"Lebret SK, Canada"
5537,"Camp Morton MB, Canada"
5538,"Sturgis SK, Canada"
5539,"Dacer SK, Canada"
5540,"Hantsport NS, Canada"
5541,"Congress SK, Canada"
5542,"Birch Lake SK, Canada"
5543,"Opaskwayak Cree Nation Rocky Lake 1 MB, Canada"
5544,"Mactaquac NB, Canada"
5545,"Carry The Kettle 76 37 SK, Canada"
5546,"English River Barkwell Bay 1921 SK, Canada"
5547,"Norton No 69 SK, Canada"
5548,"Carlea SK, Canada"
