,Nom de l'installation,Région administrative,Adresse,Municipalité,Code postal,Téléphone,Télécopieur,Adresse courriel,Type de service de garde,Places totales au permis,Places 17 mois ou moins,Place à contribution réduite,Territoire couvert,Places totales à l'agrément,Nombre de RSG reconnues
5648,CENTRE DE LA PETITE ENFANCE LA MARINIÈRE,11 - Gaspésie - Îles-de-la-Madeleine,"222, boulevard Gérard-D.-Levesque Ouest",Paspébiac,G0C 2K0,(418) 752-5956,(418) 752-5666,info.cpe.mariniere@globetrotter.net,CPE,44.0,10.0,CR,,,
5649,AUX JOYEUX MARMOTS,11 - Gaspésie - Îles-de-la-Madeleine,"30A, rue Chouinard",Pointe-à-la-Croix,G0C 1L0,(418) 788-1428,(418) 788-0115,direction@auxjoyeuxmarmots.com,CPE,8.0,0.0,CR,,,
5650,CENTRE DE LA PETITE ENFANCE P'TITS COQUILLAGES,11 - Gaspésie - Îles-de-la-Madeleine,"423, route Bellevue",Port-Daniel-Gascons,G0C 2N0,(581) 351-5000,(418) 396-5588,cpe.coquillages@hotmail.com,CPE,42.0,10.0,CR,,,
5651,CENTRE DE LA PETITE ENFANCE DE LA BAIE,11 - Gaspésie - Îles-de-la-Madeleine,"164, route de l'Église",Saint-Elzéar,G0C 2W0,(418) 534-2561,(418) 534-2621,cpebaie@globetrotter.net,CPE,21.0,5.0,CR,,,
5652,CENTRE DE LA PETITE ENFANCE LA MARÉE MONTANTE,11 - Gaspésie - Îles-de-la-Madeleine,"230, route du Parc, bureau EA-101",Sainte-Anne-des-Monts,G4V 2C4,(418) 763-5017,(418) 763-2578,direction@cpemm.ca,CPE,65.0,10.0,CR,,,
5653,AU PETIT MANOIR D'ADSTOCK,12 - Chaudière-Appalaches,"28, rue des Érables",Adstock,G0N 1S0,(418) 422-2315,(418) 422-2521,petitmanoir@tlb.sympatico.ca,GARD,21.0,5.0,CR,,,
5654,DOMINI JARDIN,12 - Chaudière-Appalaches,"645, 7e Avenue",Beauceville,G5X 1L1,(418) 774-9634,(418) 774-3906,cpeaujardindedominique@sogetel.net,CPE,39.0,5.0,CR,,,
5655,OPTI-JARDIN,12 - Chaudière-Appalaches,"99, 107e Rue",Beauceville,G5X 2P9,(418) 774-9634,(418) 774-9662,cpeaujardindedominique@sogetel.net,CPE,60.0,10.0,CR,,,
5656,INSTALLATION JARDIN D'OSEILLE,12 - Chaudière-Appalaches,"10, boulevard Mercier",Beaumont,G0R 1C0,(418) 833-7218,(418) 833-7971,aquarelle2000@hotmail.com,CPE,64.0,5.0,CR,,,
5657,LES COMPAGNONS DE BEAUMONT INC.,12 - Chaudière-Appalaches,"101, rue du Fort-De-Beaumont",Beaumont,G0R 1C0,(418) 903-0970,(418) 903-0970,garderiepriveebeaumont@gmail.com,GARD,80.0,15.0,,,,
5658,CENTRE DE LA PETITE ENFANCE LES CÂLINS D'AMOUR,12 - Chaudière-Appalaches,"54, rue du Manoir Est",Cap-Saint-Ignace,G0R 1H0,(418) 246-5773,(418) 246-5412,cpecalinsdamour@globetrotter.net,CPE,53.0,5.0,CR,,,
5659,CENTRE DE LA PETITE ENFANCE PARC-EN-CIEL,12 - Chaudière-Appalaches,"888, rue Saint-Antoine",Disraëli,G0N 1E0,(418) 423-2004,(418) 449-3076,cpe.parcenciel@hotmail.com,CPE,59.0,15.0,CR,,,
5660,CENTRE DE LA PETITE ENFANCE LES COQUINS,12 - Chaudière-Appalaches,"11, rue du Héron",L'Islet,G0R 2C0,(418) 247-3758,(418) 247-7811,coquins@globetrotter.net,CPE,39.0,5.0,CR,,,
5661,LES P'TITS GRIFFONS,12 - Chaudière-Appalaches,"424, 15e Rue Ouest",La Guadeloupe,G0M 1G0,(418) 459-3131,(418) 459-3131,carole@cpecalou.ca,CPE,36.0,10.0,CR,,,
5662,CENTRE DE LA PETITE ENFANCE À LA BONNE GARDE,12 - Chaudière-Appalaches,"227B, 1re Avenue",Lac-Etchemin,G0R 1S0,(418) 625-3186,(418) 625-3187,cpealabonnegarde@sogetel.net,CPE,44.0,10.0,CR,,,
5663,PLUIE D'ÉTOILES,12 - Chaudière-Appalaches,"120, rue du Hêtre",Laurier-Station,G0S 1N0,(418) 926-2599,(418) 926-3864,lsamson@cpelenvol.com,CPE,73.0,15.0,CR,,,
5664,SEMEUR D'ÉTOILES,12 - Chaudière-Appalaches,"145, rue Dubois",Laurier-Station,G0S 1N0,(418) 926-2599,(418) 926-3864,lsamson@cpelenvol.com,CPE,80.0,15.0,CR,,,
5665,AU PETIT MONDE D'ÉVA,12 - Chaudière-Appalaches,"715B, avenue Taniata",Lévis,G6Z 2C3,(418) 603-8800,(418) 603-2373,aupetitmondedeva@gmail.com,GARD,38.0,11.0,,,,
5666,CENTRE DE LA PETITE ENFANCE DE LA CHENILLE AU PAPILLON INC.,12 - Chaudière-Appalaches,"2646, route  Lagueux",Lévis,G6J 1A4,(418) 831-8383,(418) 831-2668,cpedelachenille@videotron.ca,CPE,70.0,10.0,CR,,,
5667,CENTRE DE LA PETITE ENFANCE DU BOIS JOLI INC.,12 - Chaudière-Appalaches,"1200, route des Rivières",Lévis,G7A 2V4,(418) 831-1231,(418) 831-9053,cpeboisjoli@videotron.ca,CPE,61.0,0.0,CR,,,
5668,CENTRE DE LA PETITE ENFANCE DU BOIS JOLI INC.,12 - Chaudière-Appalaches,"1200, route des Rivières",Lévis,G7A 2V4,(418) 831-1231,(418) 831-9053,cpeboisjoli@videotron.ca,CPE,49.0,20.0,CR,,,
5669,CENTRE DE LA PETITE ENFANCE L'ARC-EN-CIEL INC.,12 - Chaudière-Appalaches,"7980, rue Blériot",Lévis,G6V 8X2,"(418) 837-6494, poste 1",(418) 838-6149,direction.generale@cpearcenciel.com,CPE,60.0,10.0,CR,,,
5670,CENTRE DE LA PETITE ENFANCE L'ARC-EN-CIEL INC.,12 - Chaudière-Appalaches,"83, rue du Mont-Marie",Lévis,G6V 8Y9,"(418) 837-6494, poste 1",(418) 837-1589,direction.generale@cpearcenciel.com,CPE,70.0,10.0,CR,,,
5671,CENTRE DE LA PETITE ENFANCE L'ARC-EN-CIEL INC.,12 - Chaudière-Appalaches,"269-271, rue Saint-Joseph",Lévis,G6V 1E7,"(418) 837-6494, poste 22",(418) 835-6182,direction.generale@cpearcenciel.com,CPE,80.0,20.0,CR,,,
5672,CENTRE DE LA PETITE ENFANCE LA CHAT-MAILLE,12 - Chaudière-Appalaches,"1060, avenue  Taniata",Lévis,G6Z 2E7,(418) 834-0740,(418) 834-2585,lachatmaille@qc.aira.com,CPE,71.0,14.0,CR,,,
5673,CENTRE DE LA PETITE ENFANCE LA LIBELLULE INC.,12 - Chaudière-Appalaches,"8061, boulevard du Centre-Hospitalier",Lévis,G6X 1L3,(418) 832-4700,(418) 832-5327,cpelalibellule@cpelalibellule.com,CPE,62.0,10.0,CR,,,
5674,CENTRE DE LA PETITE ENFANCE LA PETITE GRENOUILLE (1985),12 - Chaudière-Appalaches,"198, rue Saint-Joseph",Lévis,G6V 1C9,(418) 837-9595,(418) 837-0407,cmilhomme.petitegrenouille@videotron.ca,CPE,52.0,0.0,CR,,,
5675,CENTRE DE LA PETITE ENFANCE LA SALOPETTE INC.,12 - Chaudière-Appalaches,"28, rue Kelly",Lévis,G6J 1M3,(418) 831-7217,(418) 831-7866,direction@cpelasalopette.ca,CPE,50.0,0.0,CR,,,
5676,CENTRE DE LA PETITE ENFANCE LA SALOPETTE INC.,12 - Chaudière-Appalaches,"705, avenue Albert-Rousseau",Lévis,G6J 1Z6,(418) 831-7217,(418) 831-7866,direction@cpelasalopette.ca,CPE,62.0,10.0,CR,,,
5677,CENTRE DE LA PETITE ENFANCE LA SALOPETTE INC.,12 - Chaudière-Appalaches,"714, avenue Albert-Rousseau",Lévis,G6J 1A1,(418) 831-7217,(418) 831-7866,direction@cpelasalopette.ca,CPE,70.0,10.0,CR,,,
5678,CENTRE DE LA PETITE ENFANCE LE COFFRE AUX TRÉSORS DE BREAKEYVILLE - INSTALLATION NORD,12 - Chaudière-Appalaches,"3491, avenue  Brassard",Lévis,G6Z 8P2,(418) 832-7272,(418) 832-7273,coffreatresors@videotron.ca,CPE,79.0,15.0,CR,,,
5679,CENTRE DE LA PETITE ENFANCE LE COFFRE AUX TRÉSORS DE BREAKEYVILLE - INSTALLATION SUD,12 - Chaudière-Appalaches,"3552, avenue  Brassard",Lévis,G6Z 7Y9,(418) 832-7272,(418) 832-7273,coffreatresors@videotron.ca,CPE,74.0,10.0,CR,,,
5680,CENTRE DE LA PETITE ENFANCE LE PETIT TRAIN INC.,12 - Chaudière-Appalaches,"23, rue Vincent-Chagnon",Lévis,G6V 4V6,(418) 833-6091,(418) 833-7076,info@lepetittrain.ca,CPE,80.0,10.0,CR,,,
5681,CENTRE DE LA PETITE ENFANCE LES MOUSSES INC.,12 - Chaudière-Appalaches,"170, rue  Roch-É.-Olivier",Lévis,G6K 1G3,(418) 831-6181,(418) 831-1245,cpelesmousses@videotron.ca,CPE,80.0,14.0,CR,,,
5682,CENTRE DE LA PETITE ENFANCE MONTESSORI DE ST-JEAN-CHRYSOSTOME,12 - Chaudière-Appalaches,"1127, rue de la Prairie Ouest",Lévis,G6Z 3C9,(418) 834-1771,,cpemontessorilevis@icloud.com,CPE,70.0,10.0,CR,,,
5683,CENTRE DE LA PETITE ENFANCE PETIT TAMBOUR,12 - Chaudière-Appalaches,"2272, rue  Alphonse-Ouellet",Lévis,G6W 2W3,(418) 839-1142,(418) 839-5550,info@petittambour.ca,CPE,60.0,10.0,CR,,,
5684,CENTRE ÉDUCATIF SOUS LES ARBRES,12 - Chaudière-Appalaches,"825, avenue Taniata",Lévis,G6Z 2E1,(418) 834-7777,,direction.cesla@outlook.com,GARD,80.0,20.0,CR,,,
5685,GARDERIE BÉBÉ-JUNGLE,12 - Chaudière-Appalaches,"4822, Boulevard Guillaume-Couture",Lévis,G6W 5N6,(418) 603-4273,(418) 603-4260,info@garderielaminijungle.com,GARD,39.0,14.0,,,,
5686,GARDERIE CROQU'EN BULLE INC.,12 - Chaudière-Appalaches,"2055, boulevard  Guillaume-Couture, suite 136",Lévis,G6W 2S5,(418) 903-4875,,croqu-en-bulle@videotron.ca,GARD,78.0,10.0,,,,
5687,GARDERIE DANDINOSAURE INC.,12 - Chaudière-Appalaches,"820, route des Rivières",Lévis,G7A 2V1,(418) 836-0490,(418) 836-7057,dandinosaure@videotron.ca,GARD,60.0,10.0,CR,,,
5688,GARDERIE L'ODYSSÉE DU PAPILLON LÉVIS INC.,12 - Chaudière-Appalaches,"691, route du Président-Kennedy",Lévis,G6C 1E1,(418) 624-2237,,janickcyr@hotmail.com,GARD,80.0,20.0,CR,,,
5689,GARDERIE LA MINI-JUNGLE 2015,12 - Chaudière-Appalaches,"4822, boulevard Guillaume-Couture",Lévis,G6W 5N6,(418) 603-4273,(418) 603-4260,info@garderielaminijungle.com,GARD,80.0,15.0,,,,
5690,GARDERIE LA PETITE COQUINE,12 - Chaudière-Appalaches,"3120, chemin  Vanier",Lévis,G6Z 2A5,(418) 834-4411,(418) 835-6147,garderiepetitecoquine@live.ca,GARD,29.0,5.0,CR,,,
5691,GARDERIE LA PETITE ÉCOLE D'ÉVEIL,12 - Chaudière-Appalaches,"1079, rue des Herbiers",Lévis,G7A 0G5,(418) 496-6149,,audypierre@videotron.ca,GARD,62.0,10.0,CR,,,
5692,GARDERIE LA REINE DES GLACES 2 INC.,12 - Chaudière-Appalaches,"1984, 5e Rue, local 180",Lévis,G6W 5M6,(418) 527-0561,,garderieLV@gmail.com,GARD,65.0,15.0,,,,
5693,GARDERIE LE CHÂTEAU  DES ANGES,12 - Chaudière-Appalaches,"4616, rue Saint-Georges",Lévis,G6W 1C9,(418) 838-3797,(418) 838-5352,garderiechateaudesanges@videotron.ca,GARD,39.0,5.0,CR,,,
5694,GARDERIE LE CHÂTEAU DES PETITES MERVEILLES INC.,12 - Chaudière-Appalaches,"6800, boulevard  Guillaume-Couture",Lévis,G6V 9H4,(418) 903-4965,(418) 903-4962,gcdpetitesmerveilles@videotron.ca,GARD,34.0,0.0,,,,
5695,GARDERIE LE CHÂTEAU DES PETITS ANGES INC.,12 - Chaudière-Appalaches,"6800, boulevard  Guillaume-Couture",Lévis,G6V 9H4,(418) 903-4965,(418) 903-4962,gcdpetitsanges@videotron.ca,GARD,80.0,15.0,CR,,,
5696,GARDERIE LE JARDIN DES TRÉSORS,12 - Chaudière-Appalaches,"1480, rue Charles-Rodrigue",Lévis,G6W 8B3,(418) 955-0884,(418) 915-9918,jardindestresors@outlook.com,GARD,80.0,15.0,,,,
5697,GARDERIE LE JARDIN IMAGINAIRE INC.,12 - Chaudière-Appalaches,"1490, rue Charles-Rodrigue",Lévis,G6W 8B3,(418) 903-8880,(418) 834-2827,jardinimaginaire@outlook.com,GARD,48.0,10.0,,,,
5698,GARDERIE LE PAPILLON BLEU,12 - Chaudière-Appalaches,"9, rue Monseigneur-Gosselin",Lévis,G6V 5K1,(418) 835-5678,,lepapillonbleu2009@hotmail.com,GARD,49.0,10.0,,,,
5699,GARDERIE LES ARPENTS VERTS,12 - Chaudière-Appalaches,"1405, chemin du Sault",Lévis,G6W 2M4,(418) 903-3215,,garderielesarpentsverts@gmail.com,GARD,53.0,10.0,,,,
5700,GARDERIE LES PETITS BILINGUES-BREAKEYVILLE,12 - Chaudière-Appalaches,"92, rue des Trois-Manoirs",Lévis,G6Z 7R9,(418) 988-0648,(418) 988-0654,lespetitsbilinguesbreakeyville@gmail.com,GARD,72.0,10.0,,,,
5701,GARDERIE LES PETITS BILINGUES-SAINT-NICOLAS,12 - Chaudière-Appalaches,"630, route des Rivières",Lévis,G7A 2T6,(418) 836-0737,(418) 531-1191,lespetitsbilinguesstnicolas@gmail.com,GARD,78.0,5.0,,,,
5702,GARDERIE LES PETITS OURSONS,12 - Chaudière-Appalaches,"2535, route des Rivières",Lévis,G6K 1G4,(418) 836-2272,,garderiepetitsoursons@hotmail.com,GARD,70.0,20.0,CR,,,
5703,GARDERIE LES PETITS PIONNIERS INC.,12 - Chaudière-Appalaches,"1443, rue des Pionniers",Lévis,G7A 4L7,(581) 928-1677,,lppionniers@hotmail.com,GARD,39.0,5.0,,,,
5704,GARDERIE LES PETITS RIVERAINS INC.,12 - Chaudière-Appalaches,"4488, boulevard Guillaume-Couture",Lévis,G6W 6N1,(418) 833-8444,,garderie@lespetitsriverains.ca,GARD,80.0,15.0,CR,,,
5705,GARDERIE LES PETITS SEIGNEURS,12 - Chaudière-Appalaches,"648, rue  Drouin",Lévis,G6C 1M1,(418) 833-6192,,garderie@petitsseigneurs.com,GARD,66.0,10.0,CR,,,
5706,GARDERIE LES PRÉS VERTS,12 - Chaudière-Appalaches,"1405, chemin du Sault",Lévis,G6W 2M4,(418) 264-6191,,garderielesarpentsverts@gmail.com,GARD,79.0,20.0,,,,
5707,GARDERIE LES RAYONS DE SOLEIL DE LA RIVE-SUD INC.,12 - Chaudière-Appalaches,"825, rue de la Citronnelle",Lévis,G6Z 3L1,(418) 834-0884,,rayonssoleil@hotmail.com,GARD,80.0,15.0,CR,,,
5708,GARDERIE SPORTIVE LES PETITS CHAMPIONS,12 - Chaudière-Appalaches,"792, route du Président-Kennedy, bureau 101",Lévis,G6C 1C8,(418) 683-0337,(418) 877-0769,infosgarderies@gmail.com,GARD,80.0,15.0,,,,
5709,GARDERIE ÉCOLE D'ÉVEIL ST-NICOLAS,12 - Chaudière-Appalaches,"1079, rue des Herbiers, app. 300",Lévis,G7A 0G5,(418) 496-6011,,audypierre@videotron.ca,GARD,36.0,0.0,,,,
5710,INSTALLATION DES JARDINS,12 - Chaudière-Appalaches,"4950, rue Bossuet",Lévis,G6W 0E2,(418) 838-1994,(418) 838-5144,adm@cpecopains.com,CPE,70.0,10.0,CR,,,
5711,INSTALLATION LES COPAINS,12 - Chaudière-Appalaches,"620, rue de Saint-Romuald",Lévis,G6W 0C8,(418) 834-1773,(418) 834-5514,adm@cpecopains.com,CPE,70.0,10.0,CR,,,
5712,LA BAMBINERIE,12 - Chaudière-Appalaches,"512, rue de la Sorbonne",Lévis,G7A 1Y5,(418) 831-2622,(418) 831-1148,cpe-bc@virecrepe.com,CPE,45.0,5.0,CR,,,
5713,LA BICHONNETTE,12 - Chaudière-Appalaches,"838, avenue Taniata",Lévis,G6Z 2E2,(418) 839-8778,(418) 839-1014,gestionnaire@cpedelachaudiere.com,CPE,54.0,5.0,CR,,,
5714,LA BRINDILLE,12 - Chaudière-Appalaches,"1026, rue du Basilic",Lévis,G6Z 1E7,(418) 839-5070,(418) 839-1014,gestionnaire@cpedelachaudiere.com,CPE,64.0,20.0,CR,,,
5715,LA COQUINERIE,12 - Chaudière-Appalaches,"581, rue de Bernières",Lévis,G7A 1E5,(418) 831-2622,(418) 831-7125,cpe-bc@virecrepe.com,CPE,46.0,10.0,CR,,,
5716,LA GAMINERIE,12 - Chaudière-Appalaches,"679, chemin  Vire-Crêpes",Lévis,G7A 1Z4,(418) 831-2622,(418) 831-1148,cpe-bc@virecrepe.com,CPE,40.0,0.0,CR,,,
5717,LA GARDERIE LA SALADE D'AMIS INC.,12 - Chaudière-Appalaches,"4060, boulevard Guillaume-Couture, bureau 105",Lévis,G6W 6N2,(581) 983-8149,,garderielasaladedamis@hotmail.ca,GARD,80.0,10.0,,,,
5718,LA HAUTE VOLTIGE CHAUDIÈRE-OUEST,12 - Chaudière-Appalaches,"2170, route des Rivières, porte 201",Lévis,G6K 1A5,(866) 558-3656,,info@lahautevoltige.ca,GARD,38.0,0.0,,,,
5719,LA PETITE GRENOUILLE DE PINTENDRE,12 - Chaudière-Appalaches,"410, rue Pamphile-Le May",Lévis,G6C 1P2,(418) 837-9595,(418) 837-6188,cmilhomme.petitegrenouille@videotron.ca,CPE,78.0,10.0,CR,,,
5720,LA PETITE ÉCOLE ANGLAISE,12 - Chaudière-Appalaches,"94, rue de Saint-Rédempteur",Lévis,G6K 1E1,(418) 496-9600,,c.bilodeau@lapea.ca,GARD,18.0,0.0,,,,
5721,LA PETITE ÉCOLE VISION LÉVIS,12 - Chaudière-Appalaches,"1175, boulevard Guillaume-Couture",Lévis,G6W 0S2,(418) 834-3113,(418) 839-5805,ngrellet.levis@petiteecolevision.com,GARD,60.0,0.0,,,,
5722,LE JARDIN D'ÉTOILES,12 - Chaudière-Appalaches,"561, rue de Bernières",Lévis,G7A 1E5,(418) 831-2622,(418) 831-3012,cpe-bc@virecrepe.com,CPE,62.0,10.0,CR,,,
5723,LE MONDE DE KIWI,12 - Chaudière-Appalaches,"220, rue Cayer",Lévis,G7A 3J6,(418) 496-6688,,garderielmdk@gmail.com,GARD,34.0,4.0,,,,
5724,LE MONDE DE KIWI (PAVILLON MARIE-VICTORIN),12 - Chaudière-Appalaches,"265, route Marie-Victorin",Lévis,G7A 2X2,(418) 496-6212,,garderielmdk@gmail.com,GARD,39.0,5.0,,,,
5725,LES P'TITES MAINS DE DEMAIN,12 - Chaudière-Appalaches,"649, rue du Rucher",Lévis,G6Z 2B8,(418) 834-2241,(418) 839-1014,gestionnaire@cpedelachaudiere.com,CPE,50.0,10.0,CR,,,
5726,MONTESSORI DE CHARNY,12 - Chaudière-Appalaches,"8391, avenue Sous-Le-Vent",Lévis,G6X 1K7,(418) 988-1771,,cpemontessorilevis@icloud.com,CPE,79.0,15.0,CR,,,
5727,PAVILLON A,12 - Chaudière-Appalaches,"50-B, rue des Commandeurs",Lévis,G6V 6P1,(418) 835-2600,(418) 835-5116,cpe@lachiffonnelle.com,CPE,78.0,10.0,CR,,,
5728,PAVILLON B,12 - Chaudière-Appalaches,"50-B, rue des Commandeurs",Lévis,G6V 6P1,(418) 835-2600,(418) 835-5116,cpe@lachiffonnelle.com,CPE,78.0,10.0,CR,,,
5729,PELUCHE CLÉMENTINE INC.,12 - Chaudière-Appalaches,"1452, rue de l'Étoile",Lévis,G7A 0S5,(418) 496-6705,(418) 496-6715,pelucheclementine@gmail.com,GARD,78.0,10.0,,,,
5730,PIERROT ET COLOMBINE,12 - Chaudière-Appalaches,"9343, boulevard du Centre-Hospitalier",Lévis,G6X 1L7,(418) 832-6253,(418) 839-1014,gestionnaire@cpedelachaudiere.com,CPE,50.0,0.0,CR,,,
5731,PRÉSCOLAIRE MONTESSORI DE ST-NICOLAS,12 - Chaudière-Appalaches,"620, route des Rivières",Lévis,G7A 2T6,(418) 831-3096,(418) 831-3096,montessori.st-nicolas@videotron.ca,GARD,80.0,15.0,,,,
5732,TROUBADOUR,12 - Chaudière-Appalaches,"5504, rue du Troubadour",Lévis,G6X 3C5,(418) 832-6666,(418) 839-1014,gestionnaire@cpedelachaudiere.com,CPE,30.0,0.0,CR,,,
5733,À CHACUN SON HISTOIRE - INNOPARC LÉVIS INC.,12 - Chaudière-Appalaches,"4915, rue de la Pascaline",Lévis,G6W 0L9,(418) 455-8804,,levis@achacunsonhistoire.com,GARD,80.0,10.0,,,,
5734,CENTRE DE LA PETITE ENFANCE ENFANT-BONHEUR INC.,12 - Chaudière-Appalaches,"12, avenue Côté",Montmagny,G5V 1Z9,(418) 248-4580,(418) 248-9134,enfant.bonheur@globetrotter.net,CPE,52.0,10.0,CR,,,
5735,CENTRE DE LA PETITE ENFANCE LE FARFADET,12 - Chaudière-Appalaches,"5, avenue de la Fabrique",Montmagny,G5V 2J2,(418) 248-7854,(418) 248-7831,sandraouellet@globetrotter.net,CPE,68.0,10.0,CR,,,
5736,CENTRE DE LA PETITE ENFANCE CHATONS D'OR,12 - Chaudière-Appalaches,"31, rue Provencher",Saint-Anselme,G0R 2N0,(418) 885-4444,(418) 885-4140,cpecdor@globetrotter.net,CPE,52.0,10.0,CR,,,
5737,CENTRE DE LA PETITE ENFANCE JOLIBOIS,12 - Chaudière-Appalaches,"50, rue Principale",Saint-Apollinaire,G0S 2E0,(418) 881-3664,(418) 881-3750,meryamj@cpejolibois.com,CPE,47.0,5.0,CR,,,
5738,GARDERIE PANDA MAGIQUE INC.,12 - Chaudière-Appalaches,"77, rue des Vignes",Saint-Apollinaire,G0S 2E0,(418) 433-6264,,garderiepandamagique@hotmail.com,GARD,80.0,15.0,,,,
5739,LES COEURS DE LUNE,12 - Chaudière-Appalaches,"180, rue Faucher",Saint-Bernard,G0S 2G0,(418) 475-4421,(418) 475-4423,info@cpelescouchestot.net,CPE,62.0,10.0,CR,,,
5740,LE PETIT POUCET,12 - Chaudière-Appalaches,"30, avenue Commerciale",Saint-Charles-de-Bellechasse,G0R 2T0,(418) 887-6968,(418) 887-7004,ginette.fournier@cpelescale.com,CPE,60.0,10.0,CR,,,
5741,CENTRE DE LA PETITE ENFANCE PANTA-MOUSSE,12 - Chaudière-Appalaches,"1250, route du Président-Kennedy",Saint-Côme-Linière,G0M 1J0,(418) 685-2134,(418) 685-2388,cpepantamousse@globetrotter.net,CPE,42.0,10.0,CR,,,
5742,INSTALLATION L'AQUARELLE,12 - Chaudière-Appalaches,"66, route Saint-Gérard",Saint-Damien-de-Buckland,G0R 2Y0,(418) 789-3327,(418) 789-3336,aquarelle2000@hotmail.com,CPE,60.0,10.0,CR,,,
5743,LACET DE BOTTINE (INST. SAINT-ELZÉAR),12 - Chaudière-Appalaches,"752, rue des Rosiers",Saint-Elzéar,G0S 2J2,(418) 387-3374,(418) 387-3424,direction@lacetdebottine.ca,CPE,62.0,10.0,CR,,,
5744,DOUX JARDIN,12 - Chaudière-Appalaches,"852, rue de l'Hôtel-de-Ville",Saint-Frédéric,G0N 1P0,(418) 774-9634,(418) 426-9921,cpeaujardindedominique@sogetel.net,CPE,52.0,10.0,CR,,,
5745,AUX MILLE MERVEILLES,12 - Chaudière-Appalaches,"1025, 114e Rue",Saint-Georges,G5Y 8C2,(418) 228-3021,(418) 228-9898,direction@cpepalais.ca,CPE,51.0,10.0,CR,,,
5746,CENTRE DE LA PETITE ENFANCE BOUTONS D'OR,12 - Chaudière-Appalaches,"13250, 2e Avenue",Saint-Georges,G5Y 1Y8,,,info@cpeboutonsdor.com,CPE,60.0,10.0,CR,,,
5747,CENTRE DE LA PETITE ENFANCE LA FOURMILLE,12 - Chaudière-Appalaches,"1011, 17e rue",Saint-Georges,G5Y 0M9,(418) 221-1833,(418) 221-1833,direction@cpelafourmille.com,CPE,80.0,20.0,CR,,,
5748,GARDERIE L'EVEIL,12 - Chaudière-Appalaches,"14125, 10e Avenue",Saint-Georges,G5Y 5G6,(418) 227-1840,(418) 227-8840,garderieleveil1993@hotmail.com,GARD,76.0,10.0,CR,,,
5749,GARDERIE LES PETITS COEURS,12 - Chaudière-Appalaches,"615, 91e Rue",Saint-Georges,G5Y 3K7,(418) 228-3358,(418) 222-5111,lespetitscoeurs@globetrotter.net,GARD,80.0,10.0,CR,,,
5750,GARDERIE MONTESSORI BEAUCE,12 - Chaudière-Appalaches,"420, 166e Rue",Saint-Georges,G5Y 2G7,(418) 228-7777,(418) 228-9727,montessoribeauce@hotmail.com,GARD,80.0,15.0,,,,
5751,INSTALLATION LES PETITS ÉLANS,12 - Chaudière-Appalaches,"11550, 2e Avenue",Saint-Georges,G5Y 1W6,(418) 228-2134,(418) 222-6806,cpepantamousse@globetrotter.net,CPE,60.0,10.0,CR,,,
5752,LA MAISON DES PAPILLONS,12 - Chaudière-Appalaches,"515, 6e Avenue Nord",Saint-Georges,G5Z 0R7,(418) 228-9844,(418) 228-2176,cpebeaucesartigan@globetrotter.net,CPE,44.0,10.0,CR,,,
5753,LA PETITE ÉCOLE VISION BEAUCE,12 - Chaudière-Appalaches,"1275, boulevard Dionne",Saint-Georges,G5Y 0R4,"(418) 386-3612, poste 200",,beauce@petiteecolevision.com,GARD,44.0,10.0,,,,
5754,LE MINI-PALAIS DES MERVEILLES,12 - Chaudière-Appalaches,"1055, 116e Rue",Saint-Georges,G5Y 3G1,(418) 228-3021,(418) 222-5503,direction@cpepalais.ca,CPE,16.0,0.0,CR,,,
5755,LES TRÉSORS DU PALAIS,12 - Chaudière-Appalaches,"805, 32e Rue",Saint-Georges,G5Y 8K6,(418) 228-3061,(418) 227-9864,direction@cpepalais.ca,CPE,44.0,10.0,CR,,,
5756,MAISON D'ENSEIGNEMENT LET'S GO,12 - Chaudière-Appalaches,"17835, 10e Avenue",Saint-Georges,G5Z 2B6,(418) 227-9333,,lamaisonletsgo@live.ca,GARD,70.0,0.0,,,,
5757,MAISON D'ENSEIGNEMENT LET'S GO 2,12 - Chaudière-Appalaches,"588, boulevard Dionne",Saint-Georges,G5Z 1L2,(418) 222-6777,,info@maisonletsgo.com,GARD,44.0,10.0,,,,
5758,L'ESCALE DES MOUSSAILLONS,12 - Chaudière-Appalaches,"34, rue de la Fabrique Est",Saint-Gervais,G0R 3C0,"(418) 883-2340, poste 101",(418) 883-4646,ginette.fournier@cpelescale.com,CPE,44.0,10.0,CR,,,
5759,CENTRE DE LA PETITE ENFANCE JOLIBOIS,12 - Chaudière-Appalaches,"1502, rue de l'Aréna",Saint-Gilles,G0S 2P0,(418) 881-3664,(418) 881-3750,meryamj@cpejolibois.com,CPE,47.0,5.0,CR,,,
5760,CENTRE DE LA PETITE ENFANCE BOUTONS D'OR,12 - Chaudière-Appalaches,"138, 9e Avenue Nord",Saint-Gédéon-de-Beauce,G0M 1T0,(418) 582-3010,(418) 582-3020,info@cpeboutonsdor.com,CPE,52.0,10.0,CR,,,
5761,CPE L'AMHIRONDELLE INSTALLATION L'ENVOLÉE,12 - Chaudière-Appalaches,"110, rue Belleau",Saint-Henri,G0R 3E0,(418) 882-1333,,amhirondelle@globetrotter.net,CPE,78.0,10.0,CR,,,
