Name,Prov_Terr,City,Address,Age_Groups,Telephone,
Centre Educatif Concept Vert,Quebec,St-laurent,1595 rue Barre St-Laurent QC,Infant Toddler Preschool,514-215-1110,
Centre Educatif St-Laurent Concept Vert,Quebec,St-laurent,1595 rue Barre St-Laurent QC,Infant Toddler Preschool,(514) 215-1110,
Enfants Et Compagnie,Quebec,St-laurent,2587 Bourgoin St-Laurent QC,Toddler Preschool,514 242 0067,
Garderie Rose,Quebec,St-laurent,2280 Cote-Vertu O. St-laurent QC,Infant Toddler,5145699014,
Garderie Le Chateaux Des Etoiles Brillantes,Quebec,St.leonard,6030 St.Zotique east St.Leonard QC,Infant Toddler,5148804462,
B.C. La Maison Du Panda,Quebec,Ste-genevieve,4999 boulevard St-Charles Ste-genevieve QC,Infant Toddler Preschool,514675-4541,
West Island Daycare Rafikki And Me,Quebec,Ste-genevieve,15734 Boul Gouin West Ste-Genevieve QC,Infant Toddler Preschool,514-620-8699,
Heather's Home Daycare,Quebec,Temiscaming,RUE DU VIEUX MOULIN Temiscaming QC,Infant Toddler Preschool,819-627-1337,
Garderie Educative Les Roses De Lachenaie,Quebec,Terrebonne,241 Rue meunier Terrebonne QC,Infant Preschool,438) 985-4621,
Centre De La Petite Enfance L'Ãéle Des Moussaillons,Quebec,Trois-rivieres,700 rue Lorraine Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-373-1541,
Centre De La Petite Enfance L'Univers De Mamuse Et MÃ©duque,Quebec,Trois-rivieres,2875 Monseigneur-Saint-Arnaud Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-379-6778,
Centre De La Petite Enfance L'Univers De Mamuse Et MÃ©duque,Quebec,Trois-rivieres,6605 rue du Relais Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-693-8852,
Centre De La Petite Enfance L'Univers De Mamuse Et MÃ©duque,Quebec,Trois-rivieres,2855 Monseigneur-Saint-Arnaud Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-379-6778,
Centre De La Petite Enfance L'Univers De Mamuse Et MÃ©duque,Quebec,Trois-rivieres,3730 rue Jacques-de-Labadie Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-697-1117,
Centre De La Petite Enfance La Culbute,Quebec,Trois-rivieres,1450 Rue PÃ¨re-Marquette Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-378-5626,
Centre De La Petite Enfance La MaisonnÃ©e,Quebec,Trois-rivieres,779 Rue Laviolette Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-373-1541,
Centre De La Petite Enfance La MaisonnÃ©e,Quebec,Trois-rivieres,1800 Rue Saint-Paul Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-373-1541,
Centre De La Petite Enfance Le Cheval Sautoir,Quebec,Trois-rivieres,678 Rue Hart Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-378-5064,
Centre De La Petite Enfance Le Moulin Des Bambins,Quebec,Trois-rivieres,51 Rue De La SabliÃ¨re Trois-RiviÃ¨res QC,Infant Toddler Kindergarten Preschool,819-377-2333,
Chateau Des Petites Fleurs,Quebec,Varennes,1908 Legault Varennes QC,Infant Toddler,514-559-5708,
Garderie Maison-Arc-En-Ciel,Quebec,Vaudreuil,21 CitÃÉÂ© des Jeunes local 130 Vaudreuil QC,Infant Toddler Kindergarten Preschool,450-424-0002,
Jenn Daycare,Quebec,Vaudreuil,Des Amarantes Vaudreuil QC,Infant Toddler Preschool,4502181524,
Alphabet Daycare,Quebec,Vaudreuil Dorion,Pivoines st. Vaudreuil Dorion QC,,5144491427,
Bambino,Quebec,Vaudreuil Dorion,rue jean lesage Vaudreuil Dorion QC,Toddler Kindergarten Preschool,438 4011215,
"Brenda's DayCare, Garderie Brenda",Quebec,Vaudreuil Dorion,des malards Vaudreuil Dorion QC,Infant Toddler Preschool,4504245612,
Bright Childcare Centre,Quebec,Vaudreuil Dorion,Jacques-Plante Vaudreuil Dorion QC,Infant Toddler Kindergarten Preschool,4389326266,
Cathy's Daycare,Quebec,Vaudreuil Dorion,rue des Morillons Vaudreuil Dorion QC,Infant Toddler Preschool,c_polidoropoulos@hotmail.com,
CPE Royaume Magique / Magic Kingdom,Quebec,Vaudreuil Dorion,99 Rue Adam,,514-519-3685,
Eco-lita Trilingue,Quebec,Vaudreuil Dorion,1255 Emile-Bouchard Vaudreuil Dorion QC,Kindergarten Preschool Schoolage,450-510-5454 x3,
Garderie Avenue Du Parc,Quebec,Vaudreuil Dorion,Avenue du Parc Vaudreuil Dorion QC,Infant Toddler Preschool,5143773044,
Garderie Educative De Vaudreuil,Quebec,Vaudreuil Dorion,235 Laurier Vaudreuil Dorion QC,Infant Toddler Preschool,514-823-0525,
Gemmagination,Quebec,Vaudreuil Dorion,Montcalm Vaudreuil Dorion QC,Infant Toddler Kindergarten Preschool Schoolage,5146796175,
Steffy's Daycare,Quebec,Vaudreuil-sur-le-lac,Maurice-Duplessis Vaudreuil-sur-le-Lac QC,Infant Toddler Preschool,,
Brightstars Home Daycare,Quebec,Verdun,Manning verdun QC,Infant Toddler Preschool,438 375 9218,
Brightstars Home Daycare,Quebec,Verdun,Manning verdun QC,Infant Toddler Preschool,438 375 9218,
EAdaycare,Quebec,Verdun,1st ave Verdun QC,Toddler Preschool,489397637,
Garderie Educative Assila,Quebec,Verdun,3901 Rue Verdun Verdun QC,Infant Toddler Preschool,5145075595,
Garderie Educative Mon Petit Monde A Verdun,Quebec,Verdun,4348 Blvd LaSalle Verdun QC,Infant Toddler Preschool,514-502-4458,
Garderie Ohana,Quebec,Verdun,Lasalle Blvd. Verdun QC,Infant Toddler Preschool,514-767-7301,
Kids' Nest Daycare,Quebec,Verdun,5614 Rue Verdun Verdun QC,Toddler Kindergarten Preschool,514 358 6536,
Le Petit Jardin De La Culture - Little Garden Culture,Quebec,Verdun,614 2e Avenue Verdun QC,Infant Toddler Preschool,438.881.7511,
Le Petit KOOCOR,Quebec,Verdun,Rue de Gaspe Verdun QC,Infant Toddler Kindergarten Preschool Schoolage,5146385227,
Little Wonders Home Daycare,Quebec,Verdun,melrose verdun QC,Infant Toddler Preschool,438-830-5658,
Centre De La Petite Enfance BuissonniÃ¨re,Quebec,Waterloo,135 Rue Nord Waterloo QC,Infant Toddler Kindergarten Preschool,450-539-2111,
Centre De La Petite Enfance Les Jeunes Pousses,Quebec,Waterloo,21 Rue Young Waterloo QC,Infant Toddler Kindergarten Preschool,450-539-2327,
Garderie Le Sourire,Quebec,Waterloo,eastern street Waterloo QC,Toddler,450 539 1433,
Westmount Home Daycare,Quebec,Westmount,4616 Ste-Catherine W. Westmount QC,Infant Toddler Preschool,514 932 7219,
Garderie Bebe Sucre,Quebec,Westmount,6332 Sherbrooke  West Westmount QC,Toddler Kindergarten Preschool,514-439-8660,
KidsPark Westmount,Quebec,Westmount,424 Claremont Avenue Westmount QC,Toddler Kindergarten Preschool,,
Westmount Home Daycare,Quebec,Westmount,4616 Ste-Catherine W. Westmount QC,Infant Toddler Preschool,514 932 7219,
Westmount Preschool,Quebec,Westmount,West Ste-Catherine Westmount QC,Toddler Preschool,514-934-5636,
Garderie Bebe Sucre,Quebec,Westmount,6332 Sherbrooke  West Westmount QC,Toddler Kindergarten Preschool,514-439-8660,
KidsPark Westmount,Quebec,Westmount,424 Claremont Avenue Westmount QC,Toddler Kindergarten Preschool,,
Westmount Home Daycare,Quebec,Westmount,4616 Ste-Catherine W. Westmount QC,Infant Toddler Preschool,514 932 7219,
Westmount Preschool,Quebec,Westmount,West Ste-Catherine Westmount QC,Toddler Preschool,514-934-5636,
Assiniboia Family And Child Care Services,Saskatchewan,Assiniboia,501 4th Avenue East Assiniboia SK,,306-642-3337,
A-Mataw-Mikosit Awasisak Teen Support And Day Care Centre,Saskatchewan,Balcarres,420 Lisgar Street Balcarres SK,,306-334-2855,
Bengough Jumpin‚Äô Beans Play Centre,Saskatchewan,Bengough,490 Main Street Bengough SK,,268-2885,
Biggar And District Daycare Project,Saskatchewan,Biggar,204 6th Avenue East Biggar SK,,306-948-3616,
Cornerstone Childcare Co-Op,Saskatchewan,Carlyle,117 4th Street East Carlyle SK,,306-453-6318,
Casper‚Äôs Early Learning Cooperative Centre,Saskatchewan,Carrot River,Box 984 Carrot River SK,,306-768-2899,
Churchbridge Daycare Co-Operative,Saskatchewan,Churchbridge,206 Prothero Avenue West Churchbridge SK,,306-896-2425,
Nova's Play Place,Saskatchewan,Coleville,3rd Ave E Coleville SK,Infant Toddler Kindergarten Preschool Schoolage,3064308380,
Coronach Early Learning Literacy Centre,Saskatchewan,Coronach,121 1st Avenue West Coronach SK,,306-267-2099,
Daycare,Saskatchewan,Dalmeny,Street Dalmeny SK,,,
Happy Kids Interactive Day Home,Saskatchewan,Dalmeny,123 Ask Me St. Dalmeny SK,,,
Tayler's Tykes,Saskatchewan,Dalmeny,Dalmeny Dalmeny SK,Toddler Kindergarten Preschool Schoolage,306-370-1882,
Little Peeps,Saskatchewan,Delisle,3rd Street West Delisle SK,Infant Toddler Kindergarten Preschool Schoolage,306 220  4475,
Central Saskatchewan. Military Family Resource Center,Saskatchewan,Dundurn,General Delivery Station Main Dundurn SK,,306-492-2135 Ext. 212,
Alleykatz Early Learning Centre,Saskatchewan,Eastend,115 Fir Avenue Eastend SK,,306-295-3669,
Estevan Day Care Co-Op,Saskatchewan,Estevan,322 Souris Avenue North Estevan SK,,306-634-5868,
Pleasantdale,Saskatchewan,Estevan,Dieppe Cres Estevan SK,,,
Little Acorns Learning,Saskatchewan,Fillmore,14 Woodhams Avenue Fillmore SK,Infant Toddler Kindergarten Preschool Schoolage,306-722-3659,
Little Rainbows,Saskatchewan,Hafford,First st E Hafford SK,Infant Toddler Kindergarten Preschool Schoolage,306 -549-7520,
Robin's Dayhome,Saskatchewan,Harris,316 2nd ave Harris SK,,306-4902,
Mandy's Day Home,Saskatchewan,Holdfast,1568 Frohlick Street Holdfast SK,Infant Toddler Kindergarten Preschool Schoolage,306-488-4323,
Humboldt Co-Operative Day Care Centre,Saskatchewan,Humboldt,428 Ogilvie Avenue Humboldt SK,,306-682-4833,
Kerrobert Day Care Centre,Saskatchewan,Kerrobert,115 Saskatchewan Avenue Kerrobert SK,,306-834-2999,
Playcare Childrens' Services,Saskatchewan,Kindersley,51 5th Street Crescent Kindersley SK,,306-463-5437,
Watch Me Grow Liscenced Childcare Home Jodi Geddes (Tumback),Saskatchewan,Kindersley,5th Avenue West Kindersley SK,Kindergarten Preschool Schoolage,306-463-4710,
Kinistino Child Care Centre Inc.,Saskatchewan,Kinistino,405 5th Street Kinistino SK,Infant Toddler Kindergarten Preschool Schoolage,306-864-3640,
Langenburg And District Daycare,Saskatchewan,Langenburg,317 River Heights Drive Langenburg SK,,306-743-2811,
Farah Day Home,Saskatchewan,Lloydminster,102 4701 47ave Lloydminster SK,Infant Toddler Kindergarten Preschool Schoolage,306-825-5818,
Cozy Home Daycare,Saskatchewan,Lumsden,Kays Court Lumsden SK,Infant Toddler Kindergarten Preschool Schoolage,3065151516,
Kaylee's Dayhome,Saskatchewan,Lumsden,Lake Street Lumsden SK,Infant Toddler Kindergarten Preschool Schoolage,3065817221,
MEMORY KLEIN CHILDCARE,Saskatchewan,Lumsden,100 3RD AVENUE Lumsden SK,Infant Toddler Kindergarten Preschool Schoolage,3067313911,
Home Away From Home Dayhome,Saskatchewan,Maidstone,2nd Ave West Maidstone SK,Infant Toddler Kindergarten Preschool,3063070195,
Allison's Day Care,Saskatchewan,Martensville,216 Anna Cres Martensville SK,Infant Toddler Kindergarten Preschool Schoolage,306-249-0232,
Christine's Daycare,Saskatchewan,Martensville,Friesen Cove Martensville SK,Infant Toddler Kindergarten Preschool Schoolage,683-6304,
Gale Day Home,Saskatchewan,Martensville,1st Ave N Martensville SK,Infant Toddler Preschool,2494408,
Lil' Piper Landings Childcare,Saskatchewan,Martensville,MacCormack Ranch Martensville SK,Kindergarten Schoolage,306 242 2514,
Lutheran Day Care-Preschool,Saskatchewan,Martensville,502 5th Street North Martensville SK,,(306) 931-4633,
Melfort Day Care Co-Op,Saskatchewan,Melfort,115 Macleod Ave West Melfort SK,,306-752-5565,
Savannah And Friends Day Home,Saskatchewan,Melfort,MacLeod Ave Melfort SK,Infant Toddler Kindergarten Preschool Schoolage,3067522170,
Away We Grow Child Care,Saskatchewan,Melville,633 Main Street Melville SK,,306-728-4170,
Building Blocks Child Development Centre,Saskatchewan,Moose Jaw,812 Fairford Street East Moose Jaw SK,,306-693-8955,
Centre Educatif Pomme D‚Äôapi,Saskatchewan,Moose Jaw,340 Ominica Street West Moose Jaw SK,,306-691-0307,
Mjcd Infant Toddler Centre,Saskatchewan,Moose Jaw,214 Fairford Street West Moose Jaw SK,,306-694-5975,
Moose Jaw College Day Care,Saskatchewan,Moose Jaw,204 Fairford Street West Moose Jaw SK,,306-694-5955,
Moose Jaw Multicultural Council Daycare,Saskatchewan,Moose Jaw,60 Athabasca Street East Moose Jaw SK,,306-693-4677,
Northwest Child Development Centre,Saskatchewan,Moose Jaw,1077 7th Avenue Northwest Moose Jaw SK,,306-693-4330,
Rose Marie Smith,Saskatchewan,Moose Jaw,1156 Duffield Cres Moose Jaw SK,Infant Toddler Kindergarten Preschool Schoolage,306-693-6510,
Southwest Day Care And Early Learning Centre,Saskatchewan,Moose Jaw,504 4th Avenue Southwest Moose Jaw SK,,306-693-6688,
YMCA Play ‚Äòn‚Äô Learn Childcare Centre,Saskatchewan,Moose Jaw,965 Montgomery Street West Moose Jaw SK,,306-693-0511,
Play Fair Day Care,Saskatchewan,Moosomin,908 Birtle Street Moosomin SK,,306-435-2048,
Caterpillar Day Home,Saskatchewan,Pilot Butte,"Aspen Crescent, Pilot Butte SK",Infant Toddler Kindergarten Preschool Schoolage,306-201-5585,
Linda's Daycare,Saskatchewan,Pilot Butte,Walters Court Pilot Butte SK,Infant Toddler Kindergarten Preschool Schoolage,306-596-1098,
Centre Educatif Les Etoiles Filantes,Saskatchewan,Ponteix,110 Railway Avenue Ponteix SK,,306-625-3208,
Blooms And Buds Inter-Generational Child Care Centre,Saskatchewan,Prince Albert,777 28th Street East Prince Albert SK,,306-764-3101,
Carlton Infant Centre,Saskatchewan,Prince Albert,665 28th Street East Prince Albert SK,Infant,306-922-3115,
Childrens Choice St. Michael Early Learning Center,Saskatchewan,Prince Albert,1695 17th Street West Prince Albert SK,Toddler Kindergarten Preschool Schoolage,306-922-3392,
Children‚Äôs Choice Child Development Coop,Saskatchewan,Prince Albert,3100 Dunn Drive Prince Albert SK,,306-922-4177,
Children‚Äôs Choice West,Saskatchewan,Prince Albert,1621 15th Street West Prince Albert SK,,306-922-2622,
Dayspring Infant And Toddler Centre,Saskatchewan,Prince Albert,550 1st Avenue East Prince Albert SK,,306-763-4411,
Humpty Dumpty Child Care Co-Op,Saskatchewan,Prince Albert,65 11th Street East Prince Albert SK,,306-922-3131,
Metawhe Place,Saskatchewan,Prince Albert,29 11 Street East Prince Albert SK,,306-763-2229,
P.a. Child Care Co-Op,Saskatchewan,Prince Albert,199 6th Street East Prince Albert SK,,306-922-5352,
P.a.g.c. Learn And Grow Family Day Care,Saskatchewan,Prince Albert,Box 2350 Prince Albert SK,,306-765-5308,
The Wee Zone,Saskatchewan,Redvers,34 Souris Avenue Redvers SK,,306-452-3155,
The Zone,Saskatchewan,Redvers,30 Souris Avenue Redvers SK,,306-452-3155,
Brenda's Daycare,Saskatchewan,Regina,Regina Regina SK,Toddler Kindergarten Preschool Schoolage,306-949-8354,
A Pleasant Day Childcare,Saskatchewan,Regina,636 Athol St Regina SK,Toddler Kindergarten Preschool Schoolage,306-540-6174,
Adult Campus Child Care Centre,Saskatchewan,Regina,2314 11th Ave Regina SK,Infant Toddler Preschool,(306)523-3654,
Alanna's In Home Daycare,Saskatchewan,Regina,Truesdale Drive Regina SK,Toddler Kindergarten Preschool Schoolage,306-789-3306,
Amanda's Child Care,Saskatchewan,Regina,Cambridge Avenue Regina SK,Kindergarten Schoolage,569-1898,
Argyle Child Care,Saskatchewan,Regina,847 Argyle Street North Regina SK,,306-543-3323,
Auntie Bea's Dayhome,Saskatchewan,Regina,Cavendish Street Regina SK,Infant Toddler Preschool,,
Awasis Child Care,Saskatchewan,Regina,3737 Wascana Parkway Regina SK,,306-585-5322,
Ayesha Nadeem,Saskatchewan,Regina,4650 Padwick cres Regina SK,Infant Toddler Kindergarten Preschool,306-546-2624,
Becky's Bambinos Daycare,Saskatchewan,Regina,Sherwood Drive Regina SK,Toddler Kindergarten Preschool Schoolage,306-591-0110,
Becky's Childcare,Saskatchewan,Regina,Rae St. Regina SK,Toddler Kindergarten Preschool Schoolage,306-585-2728,
Jennie's Little Lambs,Saskatchewan,Rosetown,111 4th ave east Rosetown SK,Infant Toddler Kindergarten Preschool Schoolage,306-617-9372,
Rosetown Kid Kare,Saskatchewan,Rosetown,1005 Main Street Rosetown SK,Toddler Kindergarten Preschool Schoolage,306-882-4024,
Christine's Daycare,Saskatchewan,Saskatoon,Wentworth Cres Saskatoon SK,Infant Toddler Kindergarten Preschool Schoolage,3062303201,
ROMPER ROOM DAYCARE,Saskatchewan,Saskatoon,GUELPH CRES Saskatoon SK,Infant Toddler Kindergarten Preschool Schoolage,3062202569,
Donna's Daycare,Saskatchewan,Saskatoon,3327 Fairlight Drive Saskatoon SK,Toddler Kindergarten Preschool Schoolage,3062421729,
Adelle's Daycare,Saskatchewan,Saskatoon,303 112th st Saskatoon SK,Infant Toddler,1-306-374-9139,
Albert Child Care Co-Operative,Saskatchewan,Saskatoon,610 Clarence Avenue South Saskatoon SK,Toddler Kindergarten Preschool Schoolage,306-242-7939,
Alexandra Avenue Dayhome,Saskatchewan,Saskatoon,1725 Alexandra Avenue Saskatoon SK,Toddler Kindergarten Preschool Schoolage,306-491-1699,
Amy's Day Home,Saskatchewan,Saskatoon,Lloyd Cres. Saskatoon SK,Infant Toddler Kindergarten Preschool Schoolage,306-371-2608,
Azra's Daycare Home,Saskatchewan,Saskatoon,1306 Konihowski Rd Saskatoon SK,Infant Toddler Kindergarten Preschool Schoolage,3066524109,
B.E. Creative Daycare,Saskatchewan,Saskatoon,Kucey Crescent Saskatoon SK,Toddler Kindergarten Preschool Schoolage,306-203-0030,
Boys And Girls Clubs Early Learning Centre,Saskatchewan,Saskatoon,2606 Broadway Avenue Saskatoon SK,,306-665-1450,
Brighter Beginnings Day Home,Saskatchewan,Saskatoon,Buckwold Cove Saskatoon SK,Toddler Kindergarten Preschool Schoolage,306-931-3186,
Buddy's Daycare,Saskatchewan,Saskatoon,McAskill Crescent Saskatoon SK,Toddler Kindergarten Preschool,,
Busy Bee's Home Daycare,Saskatchewan,Saskatoon,Milton Street Saskatoon SK,Toddler Preschool,881-7545,
Shaunavon Children‚Äôs Learning Centre Co-Op,Saskatchewan,Shaunavon,540 5th Street East Shaunavon SK,,306-297-2758,
Northside Live And Learn Day Care Centre,Saskatchewan,Swift Current,1465 Winnie Street East Swift Current SK,,306-773-6599,
Southside Live And Learn Day Care Centre,Saskatchewan,Swift Current,205 1st Avenue Southwest Swift Current SK,,306-773-8777,
Swift Current Child Care Centre,Saskatchewan,Swift Current,287 13th Avenue Northeast Swift Current SK,,306-773-5066,
Swift Current Comprehensive Community Day Care,Saskatchewan,Swift Current,1100 11th Avenue Northeast Swift Current SK,,306-773-2429,
Theodore Abc Daycare Centre,Saskatchewan,Theodore,105 Main Street Theodore SK,,306-647-2029,
Recplex Day Care Centre,Saskatchewan,Tisdale,800 101 Street Tisdale SK,,306-873-3090,
Recplex Teen,Saskatchewan,Tisdale,800 101 Street Tisdale SK,,306-873-3090,
Val Marie Community Daycare,Saskatchewan,Val Marie,224 Centre Street Val Marie SK,,306-298-2150,
Primary Day Care,Saskatchewan,Vibank,101 2nd Avenue Vibank SK,,306-762-2266,
Angela Academy Daycare,Saskatchewan,Warman,Redwood Crescent Warman SK,Toddler Kindergarten Preschool Schoolage,3067173117,
Bee's And Butterflies,Saskatchewan,Warman,215 Haichert Street West Warman SK,Toddler Kindergarten Preschool Schoolage,933-2918,
La Balancelle Home Daycare,Saskatchewan,Warman,Ens Lane Warman SK,Infant Toddler Kindergarten Preschool Schoolage,306-700-0554,
Patricia's Loving Hands Daycare,Saskatchewan,Warman,109 9th Ave. North Warman SK,Infant Toddler Kindergarten Preschool,668-0498,
Tadpoles Day Care,Saskatchewan,Warman,Ens Lane Warman SK,Toddler Kindergarten Preschool Schoolage,306-281-2613,
Busy Bee Daycare Watrous,Saskatchewan,Watrous,3rd Avenue Watrous SK,Infant Toddler Kindergarten Preschool Schoolage,306 836 3272,
Wawota And Community Early Learning Center,Saskatchewan,Wawota,P.O. Box 563 Wawota SK,Infant Toddler Preschool Schoolage,306-739-2528,
Busy Bee Daycare,Saskatchewan,Weyburn,Harvey Bay Weyburn SK,Infant Toddler Kindergarten Preschool Schoolage,504-0261,
Soo Line Day Care Co-Op,Saskatchewan,Weyburn,309 1st Avenue Weyburn SK,,306-842-1533,
Sunrise Infant Toddler Care Centre,Saskatchewan,Weyburn,107 2nd Ave NW Weyburn SK,,306-848-4708,
Tatagwa Kidz Kare,Saskatchewan,Weyburn,808 Souris Valley Road Weyburn SK,,306-842-5439,
Keri's Home Childcare,Saskatchewan,White City,McKenzie Pointe White City SK,Infant Toddler Kindergarten Preschool Schoolage,306-585-6828,
Accent On Kids Early Learning And Childcare Centre,Saskatchewan,Yorkton,250 Independent Street Yorkton SK,,306-786-5437,
Accent On Kids School Age,Saskatchewan,Yorkton,119 Bradbrooke Drive Yorkton SK,,306-786-5437,
Angie's Daycare,Saskatchewan,Yorkton,Matheson Cres. Yorkton SK,Infant Toddler Kindergarten Preschool Schoolage,3067827549,
