,Facility Number,Phone,Region,Area,Neighourhood,School Division,Type of Facility,Age Type,Facility Open On,Total Child Care Spaces,Address,Legal Name
295,9133,(204) 338-7476,Interlake Region,INTERLAKE,ST. ANDREWS,LORD SELKIRK SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
296,100429,(204) 482-5979,Interlake Region,INTERLAKE,SELKIRK,LORD SELKIRK SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
297,100429,(204) 482-5979,Interlake Region,INTERLAKE,SELKIRK,LORD SELKIRK SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
298,102364,(204) 638-7943,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,"12 Gertrude Street Dauphin, MB ",Michelle Poast
299,102524,(204) 638-9485,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,15,"School age room, gathering room, gym 28 6th Avenue (Ave) SW Dauphin, MB",Northwest Metis Council Inc.
300,100034,(204) 776-2036,Westman Region,WESTMAN,MINTO,TURTLE MOUNTAIN SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,16,"111 Wright Street Minto, MB ",Minto Nursery School Inc.
301,101202,(204) 567-3708,Westman Region,WESTMAN,MINIOTA,PARK WEST SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,20,"Miniota School 304  Sarah Avenue (Ave) Miniota, MB",Miniota Discoveries Learning Center Corporation
302,9841,(204) 867-3313,Westman Region,WESTMAN,MINNEDOSA,ROLLING RIVER SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"49 2nd Avenue (Ave) NW Minnedosa, MB ",Minnedosa Community Child Care Cooperative
303,100749,(204) 867-2881,Westman Region,WESTMAN,MINNEDOSA,ROLLING RIVER SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,50,"90 Armitage Avenue (Ave) Minnedosa, MB ",Minnedosa Community Child Care Cooperative Inc
304,2231,(204) 776-2106,Westman Region,WESTMAN,MINTO,TURTLE MOUNTAIN SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,38,"319 South Railway Street W Minto, MB ",Minto Nursery School Inc.
305,102566,(204) 255-3065,Eastman Region,EASTMAN,NIVERVILLE,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,5,None,Family or Group Child  Care Home *
306,102566,(204) 255-3065,Eastman Region,EASTMAN,NIVERVILLE,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,5,None,Family or Group Child  Care Home *
307,102423,(204) 878-9227,Eastman Region,EASTMAN,ILE DES CHENES,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
308,102423,(204) 878-9227,Eastman Region,EASTMAN,ILE DES CHENES,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
309,1083,(204) 822-6663,Central Region,CENTRAL,MORDEN,WESTERN SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",112,"5 Rampton  Street Morden, MB ",Pembina Valley Child Care Centres Inc.
310,7883,(204) 842-3276,Westman Region,WESTMAN,BIRTLE,PARK WEST SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Weekends",24,"Infant Roon #156 and Preschool Room #158 73 11th Street Birtle, MB",Morning Star Day Care Inc.
311,102326,(204) 827-2017,Westman Region,WESTMAN,GLENBORO,PRAIRIE SPIRIT SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
312,102326,(204) 827-2017,Westman Region,WESTMAN,GLENBORO,PRAIRIE SPIRIT SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
313,5194,(204) 867-3100,Westman Region,WESTMAN,MINNEDOSA,ROLLING RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
314,5194,(204) 867-3100,Westman Region,WESTMAN,MINNEDOSA,ROLLING RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
315,102539,(204) 388-5139,Eastman Region,EASTMAN,STEINBACH,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,9,None,Family or Group Child  Care Home *
316,102539,(204) 388-5139,Eastman Region,EASTMAN,STEINBACH,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,9,None,Family or Group Child  Care Home *
317,102482,(204) 801-1617,Eastman Region,EASTMAN,NIVERVILLE,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,4,None,Family or Group Child  Care Home *
318,102482,(204) 801-1617,Eastman Region,EASTMAN,NIVERVILLE,HANOVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,4,None,Family or Group Child  Care Home *
319,102622,(204) 823-1645,Central Region,CENTRAL,MORDEN,WESTERN SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
320,102622,(204) 823-1645,Central Region,CENTRAL,MORDEN,WESTERN SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
321,102055,(204) 268-3361,Eastman Region,EASTMAN,GARSON,SUNRISE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,7,None,Family or Group Child  Care Home *
322,102055,(204) 268-3361,Eastman Region,EASTMAN,GARSON,SUNRISE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,7,None,Family or Group Child  Care Home *
323,102229,(204) 733-2592,Parkland,PARKLAND,OCHRE RIVER,MOUNTAIN VIEW SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,31,"Room 100 and 101 304 East  Avenue (Ave) Ochre River, MB",New Beginnings Day Care Inc
324,102154,(204) 422-5711,Eastman Region,EASTMAN,STE. ANNE,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
325,102154,(204) 422-5711,Eastman Region,EASTMAN,STE. ANNE,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Family or Group Child  Care Home *
326,102094,(204) 467-1845,Interlake Region,INTERLAKE,ARGYLE,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
327,102094,(204) 467-1845,Interlake Region,INTERLAKE,ARGYLE,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
328,9868,(204) 638-0418,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Noreen Radbourne
329,101759,(204) 612-2366,Central Region,CENTRAL,LA SALLE,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
330,101759,(204) 612-2366,Central Region,CENTRAL,LA SALLE,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
331,9642,(204) 358-9364,NORTHERN,NORMAN,SNOW LAKE,FRONTIER SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,28,"131 Balsam Avenue (Ave) Snow Lake, MB ","Northern Tykes Day Care, Inc."
332,101713,(204) 325-5667,Central Region,CENTRAL,WINKLER,GARDEN VALLEY SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,74,"Unit A - 139 Northlands Parkway  Street E Winkler, MB ",Northland Childcare Centre
333,2308,(204) 792-6278,Central Region,CENTRAL,OAK BLUFF,RED RIVER VALLEY SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,43,"Rm #8, #7, gym, library 155 Agri Park Road  Road Oak Bluff, MB",Oak Bluff Nursery School Inc.
334,101380,(204) 855-2712,Westman Region,WESTMAN,OAK LAKE,FORT LA BOSSE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,35,"Stand-alone,Library,Gym & Kinder Room 126 2nd Avenue (Ave) E Oak Lake, MB",Oak Lake CARE Center Inc
335,101640,(204) 444-2473,Eastman Region,EASTMAN,OAKBANK,SUNRISE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Oakbank Elementary School  small gym  826 Cedar  Avenue (Ave) Oakbank, MB",Oakbank Kids Korner - School Age Site
336,3048,(204) 444-2644,Eastman Region,EASTMAN,OAKBANK,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,61,"644 Willow Avenue (Ave) Oakbank, MB ",Oakbank Kids Korner Co-operative Inc.
337,100144,(204) 622-2222 Ext. 6557,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"520 Whitmore Avenue (Ave) E Dauphin, MB ",Parkland Campus Kids Inc
338,9652,(204) 835-2531,Parkland,PARKLAND,MCCREARY,TURTLE MOUNTAIN SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,20,"412 2nd Avenue (Ave) McCreary, MB ",Childcare- Family Access Network Inc.
339,7921,(204) 835-2531,Parkland,PARKLAND,MCCREARY,TURTLE MOUNTAIN SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,20,"416 2nd Avenue (Ave) McCreary, MB ",Childcare- Family Access Network Inc.
340,9730,(204) 299-4294,Interlake Region,INTERLAKE,STONEWALL,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,"2 Poplar  Bay Stonewall, MB ",Paula Gard
341,1076,(204) 638-8263,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",54,"165 Kerr Avenue (Ave) Dauphin, MB ",Peter Pan Day Nursery Inc.
342,9359,(204) 744-2180,Central Region,CENTRAL,SOMERSET,PRAIRIE SPIRIT SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"411 3rd Street Somerset, MB ",Petits Choux Daycare Inc.
343,101353,(204) 483-6283,Westman Region,WESTMAN,PIERSON,SOUTH WEST HORIZON SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,20,"Pierson School #1 School  Road Pierson, MB",Pierson Early Learning Centre Inc.
344,102473,(204) 325-8508,Central Region,CENTRAL,WINKLER,GARDEN VALLEY SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,114,"A - 1655 Roblin  Boulevard (Blvd) Winkler, MB ",Northland Childcare Centre
345,1122,(204) 857-6226,Central Region,CENTRAL,PORTAGE LA PRAIRIE,PORTAGE LA PRAIRIE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"St.Mary Church, lower level  36 2nd Street SW Portage La Prairie, MB",Portage Day Care Centre Inc.
346,3107,(204) 857-6226,Central Region,CENTRAL,PORTAGE LA PRAIRIE,PORTAGE LA PRAIRIE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,62,"132 Duke Avenue Avenue (Ave) W Portage La Prairie, MB ",Portage Day Care Centre Inc.
347,100938,(204) 353-4455,Central Region,CENTRAL,ELIE,PRAIRIE ROSE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"35 PTH 248 Highway Elie, MB ",Elie Mini-Fran Inc.
348,2110,(204) 727-6650,Westman Region,BRANDON WEST,BRANDON WEST,BRANDON SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,24,"2227 Brandon Avenue (Ave) Brandon, MB ",Child and Family Services of Western Manitoba
349,9484,(204) 687-4100,NORTHERN,NORMAN,FLIN FLON,FLIN FLON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
350,9484,(204) 687-4100,NORTHERN,NORMAN,FLIN FLON,FLIN FLON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
351,101748,(204) 877-3572,Westman Region,WESTMAN,RESTON,FORT LA BOSSE SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"Room 1 and Gymnasium 143 3rd Avenue (Ave) Reston, MB",Reston & Area Early Learning Center Inc.
352,100287,(204) 266-2485,Eastman Region,EASTMAN,BEAUSEJOUR,SUNRISE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Rhea Stubel
353,9498,(204) 324-5231,Central Region,CENTRAL,ALTONA,BORDERLAND SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Evenings",20,"120 9th Street NW Altona, MB ",Border Land School Division
354,102544,(204) 648-7557,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
355,102544,(204) 648-7557,Parkland,PARKLAND,DAUPHIN,MOUNTAIN VIEW SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
356,101099,(204) 268-4960,Eastman Region,EASTMAN,BEAUSEJOUR,SUNRISE SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",8,None,Family or Group Child  Care Home *
357,101099,(204) 268-4960,Eastman Region,EASTMAN,BEAUSEJOUR,SUNRISE SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",8,None,Family or Group Child  Care Home *
358,9488,(204) 734-9588,Parkland,PARKLAND,SWAN RIVER,SWAN VALLEY SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
359,9488,(204) 734-9588,Parkland,PARKLAND,SWAN RIVER,SWAN VALLEY SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
360,100760,(204) 748-6976,Westman Region,WESTMAN,VIRDEN,FORT LA BOSSE SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,17,"Room 114, Goulter School 200  Queen Street Virden, MB",Frances Lansing
361,9833,(204) 422-6992,Eastman Region,EASTMAN,R.M. OF RICHER,SEINE RIVER SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,23,"Room #103 - Richer School  43  Dawson   Road Richer, MB",Richer Day Care Centre Inc.
362,101652,(204) 328-7586,Westman Region,WESTMAN,RIVERS,ROLLING RIVER SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"Rivers Collegiate 350 Dominion Street Rivers, MB",Riverdale Early Learning Centre Inc.
363,3043,(204) 677-9007,NORTHERN,THOMPSON,THOMPSON,MYSTERY LAKE SCHOOL DISTRICT,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,80,"60 Copper Road Thompson, MB ",Riverside Day Care Incorporated
364,1230,(204) 378-2871,Interlake Region,INTERLAKE,RIVERTON,EVERGREEN SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"79 Olaf  Street Riverton, MB ",Riverton Day Care Cooperative Inc.
365,101586,(204) 378-2871,Interlake Region,INTERLAKE,RIVERTON,EVERGREEN SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,15,"Riverton Early Middle School (RM10)(gym) 118 Main  Street Riverton, MB",Riverton Daycare Cooperative Inc
366,101362,(204) 412-0393,Westman Region,WESTMAN,RIVERS,ROLLING RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,4,None,Family or Group Child  Care Home *
367,101362,(204) 412-0393,Westman Region,WESTMAN,RIVERS,ROLLING RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,4,None,Family or Group Child  Care Home *
368,7985,(204) 937-2080,Parkland,PARKLAND,ROBLIN,MOUNTAIN VIEW SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"Lot 1, North of 115  2nd Avenue (Ave) SW Roblin, MB",Roblin Children's Center Incorporated
369,2040,(204) 937-4448,Parkland,PARKLAND,ROBLIN,MOUNTAIN VIEW SCHOOL DIVISION,Centre/Nursery,"Infant, School Age",Weekdays,45,"Roblin Elem. School, Rms. 22,Common area  330 King  Street Roblin, MB",Roblin Day Nursery Incorporated
370,101816,(204) 886-2990,Interlake Region,INTERLAKE,TEULON,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,5,None,Rocheen Samorodny
371,1110,(204) 825-2580,Central Region,CENTRAL,PILOT MOUND,PRAIRIE SPIRIT SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,37,"135 Lorne avenue (av) Pilot Mound, MB ",Rock Lake Funtown Inc.
372,100975,(204) 295-1107,Interlake Region,INTERLAKE,STONY MOUNTAIN,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Ronny Smith
373,100277,(204) 738-2265,Interlake Region,INTERLAKE,PETERSFIELD,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,"156  Grand Circle Petersfield, MB ",Rosa Medeiros
374,100581,(204) 878-2946,Eastman Region,EASTMAN,ILE DES CHENES,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
375,100581,(204) 878-2946,Eastman Region,EASTMAN,ILE DES CHENES,SEINE RIVER SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
376,100850,(204) 859-3311,Westman Region,WESTMAN,ROSSBURN,PARK WEST SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,20,"170 Victoria Avenue (Ave) W Rossburn, MB ",Rossburn Early Learners Inc.
377,2080,(204) 773-2681,Westman Region,WESTMAN,RUSSELL,PARK WEST SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,68,"Major Pratt Coll. Sch. Rm 113 & 110 404 Russell Street E Russell, MB",Russell's Lots-A-Tots Inc.
378,102140,(204) 817-1376,Eastman Region,EASTMAN,ILE DES CHENES,DIVISION SCHOLAIRE FRANCO-MANITOBAINE,Home,"Infant, Preschool, School Age",Weekdays,9,None,Family or Group Child  Care Home *
379,102140,(204) 817-1376,Eastman Region,EASTMAN,ILE DES CHENES,DIVISION SCHOLAIRE FRANCO-MANITOBAINE,Home,"Infant, Preschool, School Age",Weekdays,9,None,Family or Group Child  Care Home *
380,102467,(204) 704-7333,Westman Region,WESTMAN,NEEPAWA,BEAUTIFUL PLAINS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,74,"181 Mountain  Avenue (Ave) Neepawa, MB ",Budz' N Bloom Daycare Centre Inc.
381,1097,(204) 482-3830,Interlake Region,INTERLAKE,SELKIRK,LORD SELKIRK SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"#1 Harley Row Selkirk, MB",Selkirk Day Care Inc.
382,1277,(204) 482-8656,Interlake Region,INTERLAKE,SELKIRK,LORD SELKIRK SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,32,"207 Morris Avenue (Ave) Selkirk, MB ",Selkirk Friendship Centre Inc.
383,100948,(204) 482-8656,Interlake Region,INTERLAKE,ST. ANDREWS,LORD SELKIRK SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Mapleton Elementary School-resource room 112 Calder Road St Andrews, MB",Selkirk Friendship Centre Inc
384,101418,(204) 482-8656,Interlake Region,INTERLAKE,SELKIRK,LORD SELKIRK SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,36,"300 Sophia Street Selkirk, MB ",Selkirk Friendship Centre
385,100291,(204) 730-0475,Westman Region,BRANDON WEST,BRANDON WEST,BRANDON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
386,100291,(204) 730-0475,Westman Region,BRANDON WEST,BRANDON WEST,BRANDON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
387,101465,(204) 344-5322,Interlake Region,INTERLAKE,STONY MOUNTAIN,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
388,101465,(204) 344-5322,Interlake Region,INTERLAKE,STONY MOUNTAIN,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
389,5762,(204) 344-5553,Interlake Region,INTERLAKE,STONY MOUNTAIN,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
390,5762,(204) 344-5553,Interlake Region,INTERLAKE,STONY MOUNTAIN,INTERLAKE SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
391,100590,(204) 857-7736,Central Region,CENTRAL,PORTAGE LA PRAIRIE,PORTAGE LA PRAIRIE SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",12,None,Family or Group Child  Care Home *
392,100590,(204) 857-7736,Central Region,CENTRAL,PORTAGE LA PRAIRIE,PORTAGE LA PRAIRIE SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",12,None,Family or Group Child  Care Home *
393,100921,(204) 823-1238,Central Region,CENTRAL,MORDEN,WESTERN SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Shelly Simoens
394,100887,(204) 238-4553,Parkland,PARKLAND,SWAN RIVER,SWAN VALLEY SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,7,None,Family or Group Child  Care Home *
395,100887,(204) 238-4553,Parkland,PARKLAND,SWAN RIVER,SWAN VALLEY SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,7,None,Family or Group Child  Care Home *
396,9745,(204) 726-4637,Westman Region,BRANDON WEST,BRANDON WEST,BRANDON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
397,9745,(204) 726-4637,Westman Region,BRANDON WEST,BRANDON WEST,BRANDON SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
398,9167,(204) 476-3915,Westman Region,WESTMAN,NEEPAWA,BEAUTIFUL PLAINS SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
399,9167,(204) 476-3915,Westman Region,WESTMAN,NEEPAWA,BEAUTIFUL PLAINS SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
400,1121,(204) 765-2469,Westman Region,WESTMAN,SHILO,BRANDON SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,114,"Rm B 1.11,B1.2, B1.3, B1.4, C1.1, C1.2,  Bldg - T-114 Notre Dame  Avenue (Ave) Shilo, MB",Shilo Military Family Resource Centre Inc.
